observation_key,assay_key,condition_key,value,unit,quality_class,uncertainty_type,uncertainty_value,notes
obs_27,fig2b_fak_y397,pc3_veh_faky397,1.0,relative p-FAK(Y397)/total-FAK,QUANTITATIVE,,,"PC3 vehicle control, western blot pixel-digitized bar height"
obs_28,fig2b_fak_y397,pc3_dox_faky397,0.85,relative p-FAK(Y397)/total-FAK,QUANTITATIVE,,,"PC3 docetaxel alone, western blot pixel-digitized"
obs_29,fig2b_fak_y397,pc3_vs6_faky397,0.45,relative p-FAK(Y397)/total-FAK,QUANTITATIVE,,,"PC3 vs-6063 alone, western blot pixel-digitized"
obs_30,fig2b_fak_y397,pc3_combo_faky397,0.15,relative p-FAK(Y397)/total-FAK,QUANTITATIVE,,,"PC3 docetaxel+vs-6063 combination, western blot pixel-digitized - deepest suppression"
obs_31,fig2b_fak_y397,pc3_rx_veh_faky397,1.0,relative p-FAK(Y397)/total-FAK,QUANTITATIVE,,,"PC3-Rx vehicle control"
obs_32,fig2b_fak_y397,pc3_rx_dox_faky397,0.8,relative p-FAK(Y397)/total-FAK,QUANTITATIVE,,,"PC3-Rx docetaxel alone"
obs_33,fig2b_fak_y397,pc3_rx_vs6_faky397,0.35,relative p-FAK(Y397)/total-FAK,QUANTITATIVE,,,"PC3-Rx vs-6063 alone"
obs_34,fig2b_fak_y397,pc3_rx_combo_faky397,0.08,relative p-FAK(Y397)/total-FAK,QUANTITATIVE,,,"PC3-Rx docetaxel+vs-6063 combination - deepest suppression"
obs_35,fig2c_fak_y576,pc3_veh_faky576,1.0,relative p-FAK(Y576)/total-FAK,QUANTITATIVE,,,"PC3 vehicle control"
obs_36,fig2c_fak_y576,pc3_dox_faky576,0.9,relative p-FAK(Y576)/total-FAK,QUANTITATIVE,,,"PC3 docetaxel alone"
obs_37,fig2c_fak_y576,pc3_vs6_faky576,0.4,relative p-FAK(Y576)/total-FAK,QUANTITATIVE,,,"PC3 vs-6063 alone"
obs_38,fig2c_fak_y576,pc3_combo_faky576,0.12,relative p-FAK(Y576)/total-FAK,QUANTITATIVE,,,"PC3 docetaxel+vs-6063 combination"
obs_39,fig5d_lc3b,pc3_xenograft_dox,1.95,LC3B-II/LC3B-I ratio,QUANTITATIVE,,,"PC3 xenograft docetaxel alone, LC3B autophagy marker"
obs_40,fig5d_lc3b,pc3_xenograft_combo,3.40,LC3B-II/LC3B-I ratio,QUANTITATIVE,,,"PC3 xenograft docetaxel+vs-6063 combination, increased autophagy flux"
obs_41,fig6d_apoptosis,explant_ctrl_cc3,2.5,% cleaved caspase-3 positive cells,QUANTITATIVE,,,"Ex vivo patient explants control"
obs_42,fig6d_apoptosis,explant_dox_cc3,3.2,% cleaved caspase-3 positive cells,QUANTITATIVE,,,"Ex vivo patient explants docetaxel alone (not significant vs ctrl)"
obs_43,fig6d_apoptosis,explant_vs6_cc3,2.8,% cleaved caspase-3 positive cells,QUANTITATIVE,,,"Ex vivo patient explants vs-6063 alone (not significant vs ctrl)"
obs_44,fig6d_apoptosis,explant_combo_cc3,8.5,% cleaved caspase-3 positive cells,QUANTITATIVE,,,"Ex vivo patient explants docetaxel+vs-6063 combination - significantly elevated"
obs_45,fig6b_fak_isc,tma_control_fak_hscore,45,FAK H-score (Gleason 6),QUANTITATIVE,,,"Tissue microarray FAK baseline by Gleason score 6 (pixel-digitized scatter)"
