condition_key,context_key,condition_label,notes
mm1s_myr_akt_in_vitro__bez235_400_nm_48_h_fig2a_akt_rescue_experiment,mm1s_myr_akt_in_vitro,"BEZ235 400 nM, 48 h (Fig2A Akt-rescue experiment)",
mm1s_myr_akt_in_vitro__bez235_50_nm_48_h_fig2a_akt_rescue_experiment,mm1s_myr_akt_in_vitro,"BEZ235 50 nM, 48 h (Fig2A Akt-rescue experiment)",
mm1s_myr_akt_in_vitro__bez235_800_nm_48_h_fig2a_akt_rescue_experiment,mm1s_myr_akt_in_vitro,"BEZ235 800 nM, 48 h (Fig2A Akt-rescue experiment)",
mm1s_myr_akt_in_vitro__vehicle_control_48_h_fig2a_akt_rescue_experiment,mm1s_myr_akt_in_vitro,"Vehicle control, 48 h (Fig2A Akt-rescue experiment)",
mm_1r_in_vitro_mm__bez235_dose_response_ic50_determination_48_h,mm_1r_in_vitro_mm,"BEZ235 dose-response (IC50 determination), 48 h",
mm_1s_in_vitro_mm__bez235_100_nm_24h,mm_1s_in_vitro_mm,"BEZ235 100 nM, 24h",
mm_1s_in_vitro_mm__bez235_100_nm_36h,mm_1s_in_vitro_mm,"BEZ235 100 nM, 36h",
mm_1s_in_vitro_mm__bez235_100_nm_48_h,mm_1s_in_vitro_mm,"BEZ235 100 nM, 48 h",
mm_1s_in_vitro_mm__bez235_100_nm_48_h_fig2a_akt_rescue_experiment,mm_1s_in_vitro_mm,"BEZ235 100 nM, 48 h (Fig2A Akt-rescue experiment)",
mm_1s_in_vitro_mm__bez235_100_nm_48_h_fig2b_bcl2_rescue_experiment,mm_1s_in_vitro_mm,"BEZ235 100 nM, 48 h (Fig2B Bcl2-rescue experiment)",
mm_1s_in_vitro_mm__bez235_100_nm_48h,mm_1s_in_vitro_mm,"BEZ235 100 nM, 48h",
mm_1s_in_vitro_mm__bez235_10_nm_48_h,mm_1s_in_vitro_mm,"BEZ235 10 nM, 48 h",
mm_1s_in_vitro_mm__bez235_10_nm_48_h_fig2a_akt_rescue_experiment,mm_1s_in_vitro_mm,"BEZ235 10 nM, 48 h (Fig2A Akt-rescue experiment)",
mm_1s_in_vitro_mm__bez235_10_nm_48_h_fig2b_bcl2_rescue_experiment,mm_1s_in_vitro_mm,"BEZ235 10 nM, 48 h (Fig2B Bcl2-rescue experiment)",
mm_1s_in_vitro_mm__bez235_200_nm_48_h,mm_1s_in_vitro_mm,"BEZ235 200 nM, 48 h",
mm_1s_in_vitro_mm__bez235_200_nm_48_h_fig2a_akt_rescue_experiment,mm_1s_in_vitro_mm,"BEZ235 200 nM, 48 h (Fig2A Akt-rescue experiment)",
mm_1s_in_vitro_mm__bez235_200_nm_48_h_fig2b_bcl2_rescue_experiment,mm_1s_in_vitro_mm,"BEZ235 200 nM, 48 h (Fig2B Bcl2-rescue experiment)",
mm_1s_in_vitro_mm__bez235_25_nm_48_h,mm_1s_in_vitro_mm,"BEZ235 25 nM, 48 h",
mm_1s_in_vitro_mm__bez235_25_nm_48_h_fig2a_akt_rescue_experiment,mm_1s_in_vitro_mm,"BEZ235 25 nM, 48 h (Fig2A Akt-rescue experiment)",
mm_1s_in_vitro_mm__bez235_25_nm_48_h_fig2b_bcl2_rescue_experiment,mm_1s_in_vitro_mm,"BEZ235 25 nM, 48 h (Fig2B Bcl2-rescue experiment)",
mm_1s_in_vitro_mm__bez235_400_nm_48_h,mm_1s_in_vitro_mm,"BEZ235 400 nM, 48 h",
mm_1s_in_vitro_mm__bez235_400_nm_48_h_fig2a_akt_rescue_experiment,mm_1s_in_vitro_mm,"BEZ235 400 nM, 48 h (Fig2A Akt-rescue experiment)",
mm_1s_in_vitro_mm__bez235_400_nm_48_h_fig2b_bcl2_rescue_experiment,mm_1s_in_vitro_mm,"BEZ235 400 nM, 48 h (Fig2B Bcl2-rescue experiment)",
mm_1s_in_vitro_mm__bez235_50_nm_48_h,mm_1s_in_vitro_mm,"BEZ235 50 nM, 48 h",
mm_1s_in_vitro_mm__bez235_50_nm_48_h_fig2a_akt_rescue_experiment,mm_1s_in_vitro_mm,"BEZ235 50 nM, 48 h (Fig2A Akt-rescue experiment)",
mm_1s_in_vitro_mm__bez235_50_nm_48_h_fig2b_bcl2_rescue_experiment,mm_1s_in_vitro_mm,"BEZ235 50 nM, 48 h (Fig2B Bcl2-rescue experiment)",
mm_1s_in_vitro_mm__bez235_800_nm_48_h,mm_1s_in_vitro_mm,"BEZ235 800 nM, 48 h",
mm_1s_in_vitro_mm__bez235_800_nm_48_h_fig2a_akt_rescue_experiment,mm_1s_in_vitro_mm,"BEZ235 800 nM, 48 h (Fig2A Akt-rescue experiment)",
mm_1s_in_vitro_mm__bez235_800_nm_48_h_fig2b_bcl2_rescue_experiment,mm_1s_in_vitro_mm,"BEZ235 800 nM, 48 h (Fig2B Bcl2-rescue experiment)",
mm_1s_in_vitro_mm__bez235_dose_response_ic50_determination_48_h,mm_1s_in_vitro_mm,"BEZ235 dose-response (IC50 determination), 48 h",
mm_1s_in_vitro_mm__vehicle_control_48_h,mm_1s_in_vitro_mm,"Vehicle control, 48 h",
mm_1s_in_vitro_mm__vehicle_control_48_h_fig2a_akt_rescue_experiment,mm_1s_in_vitro_mm,"Vehicle control, 48 h (Fig2A Akt-rescue experiment)",
mm_1s_in_vitro_mm__vehicle_control_48_h_fig2b_bcl2_rescue_experiment,mm_1s_in_vitro_mm,"Vehicle control, 48 h (Fig2B Bcl2-rescue experiment)",
mm_1s_in_vitro_mm__vehicle_control_t_0,mm_1s_in_vitro_mm,Vehicle control (t=0),
mr20_in_vitro_mm__bez235_dose_response_ic50_determination_48_h,mr20_in_vitro_mm,"BEZ235 dose-response (IC50 determination), 48 h",
nci_h929_in_vitro_mm__bez235_dose_response_ic50_determination_48_h,nci_h929_in_vitro_mm,"BEZ235 dose-response (IC50 determination), 48 h",
oci_my5_in_vitro_mm__bez235_dose_response_ic50_determination_48_h,oci_my5_in_vitro_mm,"BEZ235 dose-response (IC50 determination), 48 h",
opm_2_in_vitro_mm__bez235_dose_response_ic50_determination_48_h,opm_2_in_vitro_mm,"BEZ235 dose-response (IC50 determination), 48 h",
opm_6_in_vitro_mm__bez235_dose_response_ic50_determination_48_h,opm_6_in_vitro_mm,"BEZ235 dose-response (IC50 determination), 48 h",
patient_1_resistant_primary_sample__bez235_100_nm_48_h,patient_1_resistant_primary_sample,"BEZ235 100 nM, 48 h",
patient_1_resistant_primary_sample__bez235_200_nm_48_h,patient_1_resistant_primary_sample,"BEZ235 200 nM, 48 h",
patient_1_resistant_primary_sample__bez235_25_nm_48_h,patient_1_resistant_primary_sample,"BEZ235 25 nM, 48 h",
patient_1_resistant_primary_sample__bez235_400_nm_48_h,patient_1_resistant_primary_sample,"BEZ235 400 nM, 48 h",
patient_1_resistant_primary_sample__bez235_50_nm_48_h,patient_1_resistant_primary_sample,"BEZ235 50 nM, 48 h",
patient_1_resistant_primary_sample__bez235_800_nm_48_h,patient_1_resistant_primary_sample,"BEZ235 800 nM, 48 h",
patient_1_resistant_primary_sample__vehicle_control_48_h,patient_1_resistant_primary_sample,"Vehicle control, 48 h",
patient_2_resistant_primary_sample__bez235_100_nm_48_h,patient_2_resistant_primary_sample,"BEZ235 100 nM, 48 h",
patient_2_resistant_primary_sample__bez235_200_nm_48_h,patient_2_resistant_primary_sample,"BEZ235 200 nM, 48 h",
patient_2_resistant_primary_sample__bez235_25_nm_48_h,patient_2_resistant_primary_sample,"BEZ235 25 nM, 48 h",
patient_2_resistant_primary_sample__bez235_400_nm_48_h,patient_2_resistant_primary_sample,"BEZ235 400 nM, 48 h",
patient_2_resistant_primary_sample__bez235_50_nm_48_h,patient_2_resistant_primary_sample,"BEZ235 50 nM, 48 h",
patient_2_resistant_primary_sample__bez235_800_nm_48_h,patient_2_resistant_primary_sample,"BEZ235 800 nM, 48 h",
patient_2_resistant_primary_sample__vehicle_control_48_h,patient_2_resistant_primary_sample,"Vehicle control, 48 h",
patient_3_sensitive_primary_sample__bez235_100_nm_48_h,patient_3_sensitive_primary_sample,"BEZ235 100 nM, 48 h",
patient_3_sensitive_primary_sample__bez235_200_nm_48_h,patient_3_sensitive_primary_sample,"BEZ235 200 nM, 48 h",
patient_3_sensitive_primary_sample__bez235_25_nm_48_h,patient_3_sensitive_primary_sample,"BEZ235 25 nM, 48 h",
patient_3_sensitive_primary_sample__bez235_400_nm_48_h,patient_3_sensitive_primary_sample,"BEZ235 400 nM, 48 h",
patient_3_sensitive_primary_sample__bez235_50_nm_48_h,patient_3_sensitive_primary_sample,"BEZ235 50 nM, 48 h",
patient_3_sensitive_primary_sample__bez235_800_nm_48_h,patient_3_sensitive_primary_sample,"BEZ235 800 nM, 48 h",
patient_3_sensitive_primary_sample__vehicle_control_48_h,patient_3_sensitive_primary_sample,"Vehicle control, 48 h",
patient_4_sensitive_primary_sample__bez235_100_nm_48_h,patient_4_sensitive_primary_sample,"BEZ235 100 nM, 48 h",
patient_4_sensitive_primary_sample__bez235_200_nm_48_h,patient_4_sensitive_primary_sample,"BEZ235 200 nM, 48 h",
patient_4_sensitive_primary_sample__bez235_25_nm_48_h,patient_4_sensitive_primary_sample,"BEZ235 25 nM, 48 h",
patient_4_sensitive_primary_sample__bez235_400_nm_48_h,patient_4_sensitive_primary_sample,"BEZ235 400 nM, 48 h",
patient_4_sensitive_primary_sample__bez235_50_nm_48_h,patient_4_sensitive_primary_sample,"BEZ235 50 nM, 48 h",
patient_4_sensitive_primary_sample__bez235_800_nm_48_h,patient_4_sensitive_primary_sample,"BEZ235 800 nM, 48 h",
patient_4_sensitive_primary_sample__vehicle_control_48_h,patient_4_sensitive_primary_sample,"Vehicle control, 48 h",
patient_5_most_sensitive_primary_sample__bez235_100_nm_48_h,patient_5_most_sensitive_primary_sample,"BEZ235 100 nM, 48 h",
patient_5_most_sensitive_primary_sample__bez235_200_nm_48_h,patient_5_most_sensitive_primary_sample,"BEZ235 200 nM, 48 h",
patient_5_most_sensitive_primary_sample__bez235_25_nm_48_h,patient_5_most_sensitive_primary_sample,"BEZ235 25 nM, 48 h",
patient_5_most_sensitive_primary_sample__bez235_400_nm_48_h,patient_5_most_sensitive_primary_sample,"BEZ235 400 nM, 48 h",
patient_5_most_sensitive_primary_sample__bez235_50_nm_48_h,patient_5_most_sensitive_primary_sample,"BEZ235 50 nM, 48 h",
patient_5_most_sensitive_primary_sample__bez235_800_nm_48_h,patient_5_most_sensitive_primary_sample,"BEZ235 800 nM, 48 h",
patient_5_most_sensitive_primary_sample__vehicle_control_48_h,patient_5_most_sensitive_primary_sample,"Vehicle control, 48 h",
pbmc_healthy_donor_pooled__bez235_100_nm_48_h,pbmc_healthy_donor_pooled,"BEZ235 100 nM, 48 h",
pbmc_healthy_donor_pooled__bez235_200_nm_48_h,pbmc_healthy_donor_pooled,"BEZ235 200 nM, 48 h",
pbmc_healthy_donor_pooled__bez235_25_nm_48_h,pbmc_healthy_donor_pooled,"BEZ235 25 nM, 48 h",
pbmc_healthy_donor_pooled__bez235_400_nm_48_h,pbmc_healthy_donor_pooled,"BEZ235 400 nM, 48 h",
pbmc_healthy_donor_pooled__bez235_50_nm_48_h,pbmc_healthy_donor_pooled,"BEZ235 50 nM, 48 h",
pbmc_healthy_donor_pooled__bez235_800_nm_48_h,pbmc_healthy_donor_pooled,"BEZ235 800 nM, 48 h",
pbmc_healthy_donor_pooled__vehicle_control_48_h,pbmc_healthy_donor_pooled,"Vehicle control, 48 h",
s6b45_in_vitro_mm__bez235_dose_response_ic50_determination_48_h,s6b45_in_vitro_mm,"BEZ235 dose-response (IC50 determination), 48 h",
thle3_hepatocyte_in_vitro__bez235_100_nm_48_h,thle3_hepatocyte_in_vitro,"BEZ235 100 nM, 48 h",
thle3_hepatocyte_in_vitro__bez235_10_nm_48_h,thle3_hepatocyte_in_vitro,"BEZ235 10 nM, 48 h",
thle3_hepatocyte_in_vitro__bez235_200_nm_48_h,thle3_hepatocyte_in_vitro,"BEZ235 200 nM, 48 h",
thle3_hepatocyte_in_vitro__bez235_25_nm_48_h,thle3_hepatocyte_in_vitro,"BEZ235 25 nM, 48 h",
thle3_hepatocyte_in_vitro__bez235_400_nm_48_h,thle3_hepatocyte_in_vitro,"BEZ235 400 nM, 48 h",
thle3_hepatocyte_in_vitro__bez235_50_nm_48_h,thle3_hepatocyte_in_vitro,"BEZ235 50 nM, 48 h",
thle3_hepatocyte_in_vitro__bez235_800_nm_48_h,thle3_hepatocyte_in_vitro,"BEZ235 800 nM, 48 h",
thle3_hepatocyte_in_vitro__vehicle_control_48_h,thle3_hepatocyte_in_vitro,"Vehicle control, 48 h",
u266_in_vitro_mm__bez235_dose_response_ic50_determination_48_h,u266_in_vitro_mm,"BEZ235 dose-response (IC50 determination), 48 h",
xg1_in_vitro_mm__bez235_dose_response_ic50_determination_48_h,xg1_in_vitro_mm,"BEZ235 dose-response (IC50 determination), 48 h",
