record_id,context_key,condition_key,assay_key,observable,observable_raw_label,value,value_unit,time_value,time_unit,statistic,uncertainty_type,uncertainty_value,replicate_count,normalization,normalization_reference,source_key,figure,panel,table,lane,extraction_method,quality_class,is_censored,censoring_limit,notes
fig1a_kms_5_ic50,kms_5_in_vitro_mm,kms_5_in_vitro_mm__bez235_dose_response_ic50_determination_48_h,ic50_cellline_panel,viability_IC50,"BEZ235 IC50, KMS-5",515.04,nmol/L,48,h,IC50,,,,,,workbook,Figure 1,A,,,DIRECT_SOURCE,QUANTITATIVE,False,,Printed directly on the figure's heat map (not estimated from the color scale).
fig1a_mm_1r_ic50,mm_1r_in_vitro_mm,mm_1r_in_vitro_mm__bez235_dose_response_ic50_determination_48_h,ic50_cellline_panel,viability_IC50,"BEZ235 IC50, MM.1R",24.64,nmol/L,48,h,IC50,,,,,,workbook,Figure 1,A,,,DIRECT_SOURCE,QUANTITATIVE,False,,Printed directly on the figure's heat map (not estimated from the color scale).
fig1a_mm_1s_ic50,mm_1s_in_vitro_mm,mm_1s_in_vitro_mm__bez235_dose_response_ic50_determination_48_h,ic50_cellline_panel,viability_IC50,"BEZ235 IC50, MM.1S",22.78,nmol/L,48,h,IC50,,,,,,workbook,Figure 1,A,,,DIRECT_SOURCE,QUANTITATIVE,False,,Printed directly on the figure's heat map (not estimated from the color scale).
fig1a_mr20_ic50,mr20_in_vitro_mm,mr20_in_vitro_mm__bez235_dose_response_ic50_determination_48_h,ic50_cellline_panel,viability_IC50,"BEZ235 IC50, MR20",,nmol/L,48,h,IC50,,,,,,workbook,Figure 1,A,,,DIRECT_SOURCE,QUANTITATIVE,True,800.0,Printed directly on the figure's heat map (not estimated from the color scale).
fig1a_nci_h929_ic50,nci_h929_in_vitro_mm,nci_h929_in_vitro_mm__bez235_dose_response_ic50_determination_48_h,ic50_cellline_panel,viability_IC50,"BEZ235 IC50, NCI-H929",31.81,nmol/L,48,h,IC50,,,,,,workbook,Figure 1,A,,,DIRECT_SOURCE,QUANTITATIVE,False,,Printed directly on the figure's heat map (not estimated from the color scale).
fig1a_oci_my5_ic50,oci_my5_in_vitro_mm,oci_my5_in_vitro_mm__bez235_dose_response_ic50_determination_48_h,ic50_cellline_panel,viability_IC50,"BEZ235 IC50, OCI-MY5",623.3,nmol/L,48,h,IC50,,,,,,workbook,Figure 1,A,,,DIRECT_SOURCE,QUANTITATIVE,False,,Printed directly on the figure's heat map (not estimated from the color scale).
fig1a_opm_2_ic50,opm_2_in_vitro_mm,opm_2_in_vitro_mm__bez235_dose_response_ic50_determination_48_h,ic50_cellline_panel,viability_IC50,"BEZ235 IC50, OPM-2",99.63,nmol/L,48,h,IC50,,,,,,workbook,Figure 1,A,,,DIRECT_SOURCE,QUANTITATIVE,False,,Printed directly on the figure's heat map (not estimated from the color scale).
fig1a_opm_6_ic50,opm_6_in_vitro_mm,opm_6_in_vitro_mm__bez235_dose_response_ic50_determination_48_h,ic50_cellline_panel,viability_IC50,"BEZ235 IC50, OPM-6",112.16,nmol/L,48,h,IC50,,,,,,workbook,Figure 1,A,,,DIRECT_SOURCE,QUANTITATIVE,False,,Printed directly on the figure's heat map (not estimated from the color scale).
fig1a_s6b45_ic50,s6b45_in_vitro_mm,s6b45_in_vitro_mm__bez235_dose_response_ic50_determination_48_h,ic50_cellline_panel,viability_IC50,"BEZ235 IC50, S6B45",190.88,nmol/L,48,h,IC50,,,,,,workbook,Figure 1,A,,,DIRECT_SOURCE,QUANTITATIVE,False,,Printed directly on the figure's heat map (not estimated from the color scale).
fig1a_u266_ic50,u266_in_vitro_mm,u266_in_vitro_mm__bez235_dose_response_ic50_determination_48_h,ic50_cellline_panel,viability_IC50,"BEZ235 IC50, U266",152.64,nmol/L,48,h,IC50,,,,,,workbook,Figure 1,A,,,DIRECT_SOURCE,QUANTITATIVE,False,,Printed directly on the figure's heat map (not estimated from the color scale).
fig1a_xg1_ic50,xg1_in_vitro_mm,xg1_in_vitro_mm__bez235_dose_response_ic50_determination_48_h,ic50_cellline_panel,viability_IC50,"BEZ235 IC50, XG1",,nmol/L,48,h,IC50,,,,,,workbook,Figure 1,A,,,DIRECT_SOURCE,QUANTITATIVE,True,800.0,Printed directly on the figure's heat map (not estimated from the color scale).
fig1b_patient_1_resistant_0nm,patient_1_resistant_primary_sample,patient_1_resistant_primary_sample__vehicle_control_48_h,patient_dose_response,pct_survival,"% survival, Patient 1 (resistant), 0 nmol/L BEZ235",100.0,% survival,48,h,percent survival vs untreated control,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 1,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Visual estimate of curve position at each printed dose.
fig1b_patient_1_resistant_100nm,patient_1_resistant_primary_sample,patient_1_resistant_primary_sample__bez235_100_nm_48_h,patient_dose_response,pct_survival,"% survival, Patient 1 (resistant), 100 nmol/L BEZ235",95.0,% survival,48,h,percent survival vs untreated control,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 1,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Visual estimate of curve position at each printed dose.
fig1b_patient_1_resistant_200nm,patient_1_resistant_primary_sample,patient_1_resistant_primary_sample__bez235_200_nm_48_h,patient_dose_response,pct_survival,"% survival, Patient 1 (resistant), 200 nmol/L BEZ235",88.0,% survival,48,h,percent survival vs untreated control,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 1,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Visual estimate of curve position at each printed dose.
fig1b_patient_1_resistant_25nm,patient_1_resistant_primary_sample,patient_1_resistant_primary_sample__bez235_25_nm_48_h,patient_dose_response,pct_survival,"% survival, Patient 1 (resistant), 25 nmol/L BEZ235",110.0,% survival,48,h,percent survival vs untreated control,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 1,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Visual estimate of curve position at each printed dose.
fig1b_patient_1_resistant_400nm,patient_1_resistant_primary_sample,patient_1_resistant_primary_sample__bez235_400_nm_48_h,patient_dose_response,pct_survival,"% survival, Patient 1 (resistant), 400 nmol/L BEZ235",86.0,% survival,48,h,percent survival vs untreated control,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 1,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Visual estimate of curve position at each printed dose.
fig1b_patient_1_resistant_50nm,patient_1_resistant_primary_sample,patient_1_resistant_primary_sample__bez235_50_nm_48_h,patient_dose_response,pct_survival,"% survival, Patient 1 (resistant), 50 nmol/L BEZ235",100.0,% survival,48,h,percent survival vs untreated control,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 1,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Visual estimate of curve position at each printed dose.
fig1b_patient_1_resistant_800nm,patient_1_resistant_primary_sample,patient_1_resistant_primary_sample__bez235_800_nm_48_h,patient_dose_response,pct_survival,"% survival, Patient 1 (resistant), 800 nmol/L BEZ235",84.0,% survival,48,h,percent survival vs untreated control,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 1,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Visual estimate of curve position at each printed dose.
fig1b_patient_2_resistant_0nm,patient_2_resistant_primary_sample,patient_2_resistant_primary_sample__vehicle_control_48_h,patient_dose_response,pct_survival,"% survival, Patient 2 (resistant), 0 nmol/L BEZ235",100.0,% survival,48,h,percent survival vs untreated control,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 1,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Visual estimate of curve position at each printed dose.
fig1b_patient_2_resistant_100nm,patient_2_resistant_primary_sample,patient_2_resistant_primary_sample__bez235_100_nm_48_h,patient_dose_response,pct_survival,"% survival, Patient 2 (resistant), 100 nmol/L BEZ235",90.0,% survival,48,h,percent survival vs untreated control,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 1,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Visual estimate of curve position at each printed dose.
fig1b_patient_2_resistant_200nm,patient_2_resistant_primary_sample,patient_2_resistant_primary_sample__bez235_200_nm_48_h,patient_dose_response,pct_survival,"% survival, Patient 2 (resistant), 200 nmol/L BEZ235",80.0,% survival,48,h,percent survival vs untreated control,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 1,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Visual estimate of curve position at each printed dose.
fig1b_patient_2_resistant_25nm,patient_2_resistant_primary_sample,patient_2_resistant_primary_sample__bez235_25_nm_48_h,patient_dose_response,pct_survival,"% survival, Patient 2 (resistant), 25 nmol/L BEZ235",100.0,% survival,48,h,percent survival vs untreated control,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 1,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Visual estimate of curve position at each printed dose.
fig1b_patient_2_resistant_400nm,patient_2_resistant_primary_sample,patient_2_resistant_primary_sample__bez235_400_nm_48_h,patient_dose_response,pct_survival,"% survival, Patient 2 (resistant), 400 nmol/L BEZ235",80.0,% survival,48,h,percent survival vs untreated control,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 1,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Visual estimate of curve position at each printed dose.
fig1b_patient_2_resistant_50nm,patient_2_resistant_primary_sample,patient_2_resistant_primary_sample__bez235_50_nm_48_h,patient_dose_response,pct_survival,"% survival, Patient 2 (resistant), 50 nmol/L BEZ235",95.0,% survival,48,h,percent survival vs untreated control,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 1,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Visual estimate of curve position at each printed dose.
fig1b_patient_2_resistant_800nm,patient_2_resistant_primary_sample,patient_2_resistant_primary_sample__bez235_800_nm_48_h,patient_dose_response,pct_survival,"% survival, Patient 2 (resistant), 800 nmol/L BEZ235",78.0,% survival,48,h,percent survival vs untreated control,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 1,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Visual estimate of curve position at each printed dose.
fig1b_patient_3_sensitive_0nm,patient_3_sensitive_primary_sample,patient_3_sensitive_primary_sample__vehicle_control_48_h,patient_dose_response,pct_survival,"% survival, Patient 3 (sensitive), 0 nmol/L BEZ235",100.0,% survival,48,h,percent survival vs untreated control,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 1,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Visual estimate of curve position at each printed dose.
fig1b_patient_3_sensitive_100nm,patient_3_sensitive_primary_sample,patient_3_sensitive_primary_sample__bez235_100_nm_48_h,patient_dose_response,pct_survival,"% survival, Patient 3 (sensitive), 100 nmol/L BEZ235",60.0,% survival,48,h,percent survival vs untreated control,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 1,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Visual estimate of curve position at each printed dose.
fig1b_patient_3_sensitive_200nm,patient_3_sensitive_primary_sample,patient_3_sensitive_primary_sample__bez235_200_nm_48_h,patient_dose_response,pct_survival,"% survival, Patient 3 (sensitive), 200 nmol/L BEZ235",45.0,% survival,48,h,percent survival vs untreated control,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 1,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Visual estimate of curve position at each printed dose.
fig1b_patient_3_sensitive_25nm,patient_3_sensitive_primary_sample,patient_3_sensitive_primary_sample__bez235_25_nm_48_h,patient_dose_response,pct_survival,"% survival, Patient 3 (sensitive), 25 nmol/L BEZ235",75.0,% survival,48,h,percent survival vs untreated control,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 1,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Visual estimate of curve position at each printed dose.
fig1b_patient_3_sensitive_400nm,patient_3_sensitive_primary_sample,patient_3_sensitive_primary_sample__bez235_400_nm_48_h,patient_dose_response,pct_survival,"% survival, Patient 3 (sensitive), 400 nmol/L BEZ235",35.0,% survival,48,h,percent survival vs untreated control,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 1,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Visual estimate of curve position at each printed dose.
fig1b_patient_3_sensitive_50nm,patient_3_sensitive_primary_sample,patient_3_sensitive_primary_sample__bez235_50_nm_48_h,patient_dose_response,pct_survival,"% survival, Patient 3 (sensitive), 50 nmol/L BEZ235",68.0,% survival,48,h,percent survival vs untreated control,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 1,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Visual estimate of curve position at each printed dose.
fig1b_patient_3_sensitive_800nm,patient_3_sensitive_primary_sample,patient_3_sensitive_primary_sample__bez235_800_nm_48_h,patient_dose_response,pct_survival,"% survival, Patient 3 (sensitive), 800 nmol/L BEZ235",22.0,% survival,48,h,percent survival vs untreated control,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 1,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Visual estimate of curve position at each printed dose.
fig1b_patient_4_sensitive_0nm,patient_4_sensitive_primary_sample,patient_4_sensitive_primary_sample__vehicle_control_48_h,patient_dose_response,pct_survival,"% survival, Patient 4 (sensitive), 0 nmol/L BEZ235",100.0,% survival,48,h,percent survival vs untreated control,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 1,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Visual estimate of curve position at each printed dose.
fig1b_patient_4_sensitive_100nm,patient_4_sensitive_primary_sample,patient_4_sensitive_primary_sample__bez235_100_nm_48_h,patient_dose_response,pct_survival,"% survival, Patient 4 (sensitive), 100 nmol/L BEZ235",38.0,% survival,48,h,percent survival vs untreated control,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 1,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Visual estimate of curve position at each printed dose.
fig1b_patient_4_sensitive_200nm,patient_4_sensitive_primary_sample,patient_4_sensitive_primary_sample__bez235_200_nm_48_h,patient_dose_response,pct_survival,"% survival, Patient 4 (sensitive), 200 nmol/L BEZ235",30.0,% survival,48,h,percent survival vs untreated control,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 1,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Visual estimate of curve position at each printed dose.
fig1b_patient_4_sensitive_25nm,patient_4_sensitive_primary_sample,patient_4_sensitive_primary_sample__bez235_25_nm_48_h,patient_dose_response,pct_survival,"% survival, Patient 4 (sensitive), 25 nmol/L BEZ235",50.0,% survival,48,h,percent survival vs untreated control,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 1,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Visual estimate of curve position at each printed dose.
fig1b_patient_4_sensitive_400nm,patient_4_sensitive_primary_sample,patient_4_sensitive_primary_sample__bez235_400_nm_48_h,patient_dose_response,pct_survival,"% survival, Patient 4 (sensitive), 400 nmol/L BEZ235",28.0,% survival,48,h,percent survival vs untreated control,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 1,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Visual estimate of curve position at each printed dose.
fig1b_patient_4_sensitive_50nm,patient_4_sensitive_primary_sample,patient_4_sensitive_primary_sample__bez235_50_nm_48_h,patient_dose_response,pct_survival,"% survival, Patient 4 (sensitive), 50 nmol/L BEZ235",45.0,% survival,48,h,percent survival vs untreated control,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 1,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Visual estimate of curve position at each printed dose.
fig1b_patient_4_sensitive_800nm,patient_4_sensitive_primary_sample,patient_4_sensitive_primary_sample__bez235_800_nm_48_h,patient_dose_response,pct_survival,"% survival, Patient 4 (sensitive), 800 nmol/L BEZ235",25.0,% survival,48,h,percent survival vs untreated control,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 1,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Visual estimate of curve position at each printed dose.
fig1b_patient_5_most_sensitive_0nm,patient_5_most_sensitive_primary_sample,patient_5_most_sensitive_primary_sample__vehicle_control_48_h,patient_dose_response,pct_survival,"% survival, Patient 5 (most sensitive), 0 nmol/L BEZ235",100.0,% survival,48,h,percent survival vs untreated control,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 1,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Visual estimate of curve position at each printed dose.
fig1b_patient_5_most_sensitive_100nm,patient_5_most_sensitive_primary_sample,patient_5_most_sensitive_primary_sample__bez235_100_nm_48_h,patient_dose_response,pct_survival,"% survival, Patient 5 (most sensitive), 100 nmol/L BEZ235",15.0,% survival,48,h,percent survival vs untreated control,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 1,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Visual estimate of curve position at each printed dose.
fig1b_patient_5_most_sensitive_200nm,patient_5_most_sensitive_primary_sample,patient_5_most_sensitive_primary_sample__bez235_200_nm_48_h,patient_dose_response,pct_survival,"% survival, Patient 5 (most sensitive), 200 nmol/L BEZ235",8.0,% survival,48,h,percent survival vs untreated control,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 1,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Visual estimate of curve position at each printed dose.
fig1b_patient_5_most_sensitive_25nm,patient_5_most_sensitive_primary_sample,patient_5_most_sensitive_primary_sample__bez235_25_nm_48_h,patient_dose_response,pct_survival,"% survival, Patient 5 (most sensitive), 25 nmol/L BEZ235",45.0,% survival,48,h,percent survival vs untreated control,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 1,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Visual estimate of curve position at each printed dose.
fig1b_patient_5_most_sensitive_400nm,patient_5_most_sensitive_primary_sample,patient_5_most_sensitive_primary_sample__bez235_400_nm_48_h,patient_dose_response,pct_survival,"% survival, Patient 5 (most sensitive), 400 nmol/L BEZ235",5.0,% survival,48,h,percent survival vs untreated control,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 1,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Visual estimate of curve position at each printed dose.
fig1b_patient_5_most_sensitive_50nm,patient_5_most_sensitive_primary_sample,patient_5_most_sensitive_primary_sample__bez235_50_nm_48_h,patient_dose_response,pct_survival,"% survival, Patient 5 (most sensitive), 50 nmol/L BEZ235",30.0,% survival,48,h,percent survival vs untreated control,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 1,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Visual estimate of curve position at each printed dose.
fig1b_patient_5_most_sensitive_800nm,patient_5_most_sensitive_primary_sample,patient_5_most_sensitive_primary_sample__bez235_800_nm_48_h,patient_dose_response,pct_survival,"% survival, Patient 5 (most sensitive), 800 nmol/L BEZ235",3.0,% survival,48,h,percent survival vs untreated control,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 1,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Visual estimate of curve position at each printed dose.
fig1c_hs_5_0nm,hs5_stromal_in_vitro,hs5_stromal_in_vitro__vehicle_control_48_h,selectivity_dose_response,pct_survival,"% survival, HS-5, 0 nmol/L BEZ235",100.0,% survival,48,h,percent survival vs untreated control,visual digitization uncertainty (+/-2-3 percentage points per companion MOA doc),,,,,moa_doc,Figure 1,C,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"From BEZ235_QSP_PD_Biomarker_Cascade.md digitized table (400 DPI page render, pixel-based marker centroid extraction, visually cross-checked)."
fig1c_hs_5_100nm,hs5_stromal_in_vitro,hs5_stromal_in_vitro__bez235_100_nm_48_h,selectivity_dose_response,pct_survival,"% survival, HS-5, 100 nmol/L BEZ235",63.4,% survival,48,h,percent survival vs untreated control,visual digitization uncertainty (+/-2-3 percentage points per companion MOA doc),,,,,moa_doc,Figure 1,C,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"From BEZ235_QSP_PD_Biomarker_Cascade.md digitized table (400 DPI page render, pixel-based marker centroid extraction, visually cross-checked)."
fig1c_hs_5_10nm,hs5_stromal_in_vitro,hs5_stromal_in_vitro__bez235_10_nm_48_h,selectivity_dose_response,pct_survival,"% survival, HS-5, 10 nmol/L BEZ235",80.0,% survival,48,h,percent survival vs untreated control,visual digitization uncertainty (+/-2-3 percentage points per companion MOA doc),,,,,moa_doc,Figure 1,C,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"From BEZ235_QSP_PD_Biomarker_Cascade.md digitized table (400 DPI page render, pixel-based marker centroid extraction, visually cross-checked). Approximate dose (~10 nmol/L in source table)."
fig1c_hs_5_200nm,hs5_stromal_in_vitro,hs5_stromal_in_vitro__bez235_200_nm_48_h,selectivity_dose_response,pct_survival,"% survival, HS-5, 200 nmol/L BEZ235",55.8,% survival,48,h,percent survival vs untreated control,visual digitization uncertainty (+/-2-3 percentage points per companion MOA doc),,,,,moa_doc,Figure 1,C,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"From BEZ235_QSP_PD_Biomarker_Cascade.md digitized table (400 DPI page render, pixel-based marker centroid extraction, visually cross-checked)."
fig1c_hs_5_25nm,hs5_stromal_in_vitro,hs5_stromal_in_vitro__bez235_25_nm_48_h,selectivity_dose_response,pct_survival,"% survival, HS-5, 25 nmol/L BEZ235",71.1,% survival,48,h,percent survival vs untreated control,visual digitization uncertainty (+/-2-3 percentage points per companion MOA doc),,,,,moa_doc,Figure 1,C,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"From BEZ235_QSP_PD_Biomarker_Cascade.md digitized table (400 DPI page render, pixel-based marker centroid extraction, visually cross-checked)."
fig1c_hs_5_400nm,hs5_stromal_in_vitro,hs5_stromal_in_vitro__bez235_400_nm_48_h,selectivity_dose_response,pct_survival,"% survival, HS-5, 400 nmol/L BEZ235",48.1,% survival,48,h,percent survival vs untreated control,visual digitization uncertainty (+/-2-3 percentage points per companion MOA doc),,,,,moa_doc,Figure 1,C,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"From BEZ235_QSP_PD_Biomarker_Cascade.md digitized table (400 DPI page render, pixel-based marker centroid extraction, visually cross-checked)."
fig1c_hs_5_50nm,hs5_stromal_in_vitro,hs5_stromal_in_vitro__bez235_50_nm_48_h,selectivity_dose_response,pct_survival,"% survival, HS-5, 50 nmol/L BEZ235",66.2,% survival,48,h,percent survival vs untreated control,visual digitization uncertainty (+/-2-3 percentage points per companion MOA doc),,,,,moa_doc,Figure 1,C,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"From BEZ235_QSP_PD_Biomarker_Cascade.md digitized table (400 DPI page render, pixel-based marker centroid extraction, visually cross-checked)."
fig1c_hs_5_800nm,hs5_stromal_in_vitro,hs5_stromal_in_vitro__bez235_800_nm_48_h,selectivity_dose_response,pct_survival,"% survival, HS-5, 800 nmol/L BEZ235",48.7,% survival,48,h,percent survival vs untreated control,visual digitization uncertainty (+/-2-3 percentage points per companion MOA doc),,,,,moa_doc,Figure 1,C,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"From BEZ235_QSP_PD_Biomarker_Cascade.md digitized table (400 DPI page render, pixel-based marker centroid extraction, visually cross-checked)."
