condition_step_key,condition_key,perturbation_name,dose_value,dose_unit,start_time,end_time,time_unit,sequence_index,notes
kms_11_in_vitro_mm__bez235_dose_response_ic50_determination_48_h__step_1,kms_11_in_vitro_mm__bez235_dose_response_ic50_determination_48_h,Dactolisib,,nM,0,48,h,1,"IC50-determining dose-response, 0-800 nmol/L range."
kms_12_bm_in_vitro_mm__bez235_dose_response_ic50_determination_48_h__step_1,kms_12_bm_in_vitro_mm__bez235_dose_response_ic50_determination_48_h,Dactolisib,,nM,0,48,h,1,"IC50-determining dose-response, 0-800 nmol/L range."
kms_12_pe_in_vitro_mm__bez235_dose_response_ic50_determination_48_h__step_1,kms_12_pe_in_vitro_mm__bez235_dose_response_ic50_determination_48_h,Dactolisib,,nM,0,48,h,1,"IC50-determining dose-response, 0-800 nmol/L range."
kms_28_bm_in_vitro_mm__bez235_dose_response_ic50_determination_48_h__step_1,kms_28_bm_in_vitro_mm__bez235_dose_response_ic50_determination_48_h,Dactolisib,,nM,0,48,h,1,"IC50-determining dose-response, 0-800 nmol/L range."
kms_28_pe_in_vitro_mm__bez235_dose_response_ic50_determination_48_h__step_1,kms_28_pe_in_vitro_mm__bez235_dose_response_ic50_determination_48_h,Dactolisib,,nM,0,48,h,1,"IC50-determining dose-response, 0-800 nmol/L range."
kms_34_in_vitro_mm__bez235_dose_response_ic50_determination_48_h__step_1,kms_34_in_vitro_mm__bez235_dose_response_ic50_determination_48_h,Dactolisib,,nM,0,48,h,1,"IC50-determining dose-response, 0-800 nmol/L range."
kms_5_in_vitro_mm__bez235_dose_response_ic50_determination_48_h__step_1,kms_5_in_vitro_mm__bez235_dose_response_ic50_determination_48_h,Dactolisib,,nM,0,48,h,1,"IC50-determining dose-response, 0-800 nmol/L range."
mm1s_bcl2_in_vitro__bez235_100_nm_48_h_fig2b_bcl2_rescue_experiment__step_1,mm1s_bcl2_in_vitro__bez235_100_nm_48_h_fig2b_bcl2_rescue_experiment,Dactolisib,100,nM,0,48,h,1,
mm1s_bcl2_in_vitro__bez235_10_nm_48_h_fig2b_bcl2_rescue_experiment__step_1,mm1s_bcl2_in_vitro__bez235_10_nm_48_h_fig2b_bcl2_rescue_experiment,Dactolisib,10,nM,0,48,h,1,
mm1s_bcl2_in_vitro__bez235_200_nm_48_h_fig2b_bcl2_rescue_experiment__step_1,mm1s_bcl2_in_vitro__bez235_200_nm_48_h_fig2b_bcl2_rescue_experiment,Dactolisib,200,nM,0,48,h,1,
mm1s_bcl2_in_vitro__bez235_25_nm_48_h_fig2b_bcl2_rescue_experiment__step_1,mm1s_bcl2_in_vitro__bez235_25_nm_48_h_fig2b_bcl2_rescue_experiment,Dactolisib,25,nM,0,48,h,1,
mm1s_bcl2_in_vitro__bez235_400_nm_48_h_fig2b_bcl2_rescue_experiment__step_1,mm1s_bcl2_in_vitro__bez235_400_nm_48_h_fig2b_bcl2_rescue_experiment,Dactolisib,400,nM,0,48,h,1,
mm1s_bcl2_in_vitro__bez235_50_nm_48_h_fig2b_bcl2_rescue_experiment__step_1,mm1s_bcl2_in_vitro__bez235_50_nm_48_h_fig2b_bcl2_rescue_experiment,Dactolisib,50,nM,0,48,h,1,
mm1s_bcl2_in_vitro__bez235_800_nm_48_h_fig2b_bcl2_rescue_experiment__step_1,mm1s_bcl2_in_vitro__bez235_800_nm_48_h_fig2b_bcl2_rescue_experiment,Dactolisib,800,nM,0,48,h,1,
mm1s_bcl2_in_vitro__vehicle_control_48_h_fig2b_bcl2_rescue_experiment__step_1,mm1s_bcl2_in_vitro__vehicle_control_48_h_fig2b_bcl2_rescue_experiment,Vehicle,,,0,48,h,1,
mm1s_gfp_luc_xenograft__bez235_30_mg_kg_oral_daily__step_1,mm1s_gfp_luc_xenograft__bez235_30_mg_kg_oral_daily,Dactolisib,30,mg/kg,0,,d,1,Oral daily dosing.
mm1s_gfp_luc_xenograft__vehicle_control_xenograft__step_1,mm1s_gfp_luc_xenograft__vehicle_control_xenograft,Vehicle,,,,,,1,
mm1s_myr_akt_in_vitro__bez235_100_nm_48_h_fig2a_akt_rescue_experiment__step_1,mm1s_myr_akt_in_vitro__bez235_100_nm_48_h_fig2a_akt_rescue_experiment,Dactolisib,100,nM,0,48,h,1,
mm1s_myr_akt_in_vitro__bez235_10_nm_48_h_fig2a_akt_rescue_experiment__step_1,mm1s_myr_akt_in_vitro__bez235_10_nm_48_h_fig2a_akt_rescue_experiment,Dactolisib,10,nM,0,48,h,1,
mm1s_myr_akt_in_vitro__bez235_200_nm_48_h_fig2a_akt_rescue_experiment__step_1,mm1s_myr_akt_in_vitro__bez235_200_nm_48_h_fig2a_akt_rescue_experiment,Dactolisib,200,nM,0,48,h,1,
mm1s_myr_akt_in_vitro__bez235_25_nm_48_h_fig2a_akt_rescue_experiment__step_1,mm1s_myr_akt_in_vitro__bez235_25_nm_48_h_fig2a_akt_rescue_experiment,Dactolisib,25,nM,0,48,h,1,
mm1s_myr_akt_in_vitro__bez235_400_nm_48_h_fig2a_akt_rescue_experiment__step_1,mm1s_myr_akt_in_vitro__bez235_400_nm_48_h_fig2a_akt_rescue_experiment,Dactolisib,400,nM,0,48,h,1,
mm1s_myr_akt_in_vitro__bez235_50_nm_48_h_fig2a_akt_rescue_experiment__step_1,mm1s_myr_akt_in_vitro__bez235_50_nm_48_h_fig2a_akt_rescue_experiment,Dactolisib,50,nM,0,48,h,1,
mm1s_myr_akt_in_vitro__bez235_800_nm_48_h_fig2a_akt_rescue_experiment__step_1,mm1s_myr_akt_in_vitro__bez235_800_nm_48_h_fig2a_akt_rescue_experiment,Dactolisib,800,nM,0,48,h,1,
mm1s_myr_akt_in_vitro__vehicle_control_48_h_fig2a_akt_rescue_experiment__step_1,mm1s_myr_akt_in_vitro__vehicle_control_48_h_fig2a_akt_rescue_experiment,Vehicle,,,0,48,h,1,
mm_1r_in_vitro_mm__bez235_dose_response_ic50_determination_48_h__step_1,mm_1r_in_vitro_mm__bez235_dose_response_ic50_determination_48_h,Dactolisib,,nM,0,48,h,1,"IC50-determining dose-response, 0-800 nmol/L range."
mm_1s_in_vitro_mm__bez235_100_nm_24h__step_1,mm_1s_in_vitro_mm__bez235_100_nm_24h,Dactolisib,100,nM,0,24.0,h,1,
mm_1s_in_vitro_mm__bez235_100_nm_36h__step_1,mm_1s_in_vitro_mm__bez235_100_nm_36h,Dactolisib,100,nM,0,36.0,h,1,
mm_1s_in_vitro_mm__bez235_100_nm_48_h__step_1,mm_1s_in_vitro_mm__bez235_100_nm_48_h,Dactolisib,100.0,nM,0,48,h,1,
mm_1s_in_vitro_mm__bez235_100_nm_48_h_fig2a_akt_rescue_experiment__step_1,mm_1s_in_vitro_mm__bez235_100_nm_48_h_fig2a_akt_rescue_experiment,Dactolisib,100,nM,0,48,h,1,
mm_1s_in_vitro_mm__bez235_100_nm_48_h_fig2b_bcl2_rescue_experiment__step_1,mm_1s_in_vitro_mm__bez235_100_nm_48_h_fig2b_bcl2_rescue_experiment,Dactolisib,100,nM,0,48,h,1,
mm_1s_in_vitro_mm__bez235_100_nm_48h__step_1,mm_1s_in_vitro_mm__bez235_100_nm_48h,Dactolisib,100,nM,0,48.0,h,1,
mm_1s_in_vitro_mm__bez235_10_nm_48_h__step_1,mm_1s_in_vitro_mm__bez235_10_nm_48_h,Dactolisib,10.0,nM,0,48,h,1,
mm_1s_in_vitro_mm__bez235_10_nm_48_h_fig2a_akt_rescue_experiment__step_1,mm_1s_in_vitro_mm__bez235_10_nm_48_h_fig2a_akt_rescue_experiment,Dactolisib,10,nM,0,48,h,1,
mm_1s_in_vitro_mm__bez235_10_nm_48_h_fig2b_bcl2_rescue_experiment__step_1,mm_1s_in_vitro_mm__bez235_10_nm_48_h_fig2b_bcl2_rescue_experiment,Dactolisib,10,nM,0,48,h,1,
mm_1s_in_vitro_mm__bez235_200_nm_48_h__step_1,mm_1s_in_vitro_mm__bez235_200_nm_48_h,Dactolisib,200.0,nM,0,48,h,1,
mm_1s_in_vitro_mm__bez235_200_nm_48_h_fig2a_akt_rescue_experiment__step_1,mm_1s_in_vitro_mm__bez235_200_nm_48_h_fig2a_akt_rescue_experiment,Dactolisib,200,nM,0,48,h,1,
mm_1s_in_vitro_mm__bez235_200_nm_48_h_fig2b_bcl2_rescue_experiment__step_1,mm_1s_in_vitro_mm__bez235_200_nm_48_h_fig2b_bcl2_rescue_experiment,Dactolisib,200,nM,0,48,h,1,
mm_1s_in_vitro_mm__bez235_25_nm_48_h__step_1,mm_1s_in_vitro_mm__bez235_25_nm_48_h,Dactolisib,25.0,nM,0,48,h,1,
mm_1s_in_vitro_mm__bez235_25_nm_48_h_fig2a_akt_rescue_experiment__step_1,mm_1s_in_vitro_mm__bez235_25_nm_48_h_fig2a_akt_rescue_experiment,Dactolisib,25,nM,0,48,h,1,
mm_1s_in_vitro_mm__bez235_25_nm_48_h_fig2b_bcl2_rescue_experiment__step_1,mm_1s_in_vitro_mm__bez235_25_nm_48_h_fig2b_bcl2_rescue_experiment,Dactolisib,25,nM,0,48,h,1,
mm_1s_in_vitro_mm__bez235_400_nm_48_h__step_1,mm_1s_in_vitro_mm__bez235_400_nm_48_h,Dactolisib,400.0,nM,0,48,h,1,
mm_1s_in_vitro_mm__bez235_400_nm_48_h_fig2a_akt_rescue_experiment__step_1,mm_1s_in_vitro_mm__bez235_400_nm_48_h_fig2a_akt_rescue_experiment,Dactolisib,400,nM,0,48,h,1,
mm_1s_in_vitro_mm__bez235_400_nm_48_h_fig2b_bcl2_rescue_experiment__step_1,mm_1s_in_vitro_mm__bez235_400_nm_48_h_fig2b_bcl2_rescue_experiment,Dactolisib,400,nM,0,48,h,1,
mm_1s_in_vitro_mm__bez235_50_nm_48_h__step_1,mm_1s_in_vitro_mm__bez235_50_nm_48_h,Dactolisib,50.0,nM,0,48,h,1,
mm_1s_in_vitro_mm__bez235_50_nm_48_h_fig2a_akt_rescue_experiment__step_1,mm_1s_in_vitro_mm__bez235_50_nm_48_h_fig2a_akt_rescue_experiment,Dactolisib,50,nM,0,48,h,1,
mm_1s_in_vitro_mm__bez235_50_nm_48_h_fig2b_bcl2_rescue_experiment__step_1,mm_1s_in_vitro_mm__bez235_50_nm_48_h_fig2b_bcl2_rescue_experiment,Dactolisib,50,nM,0,48,h,1,
mm_1s_in_vitro_mm__bez235_800_nm_48_h__step_1,mm_1s_in_vitro_mm__bez235_800_nm_48_h,Dactolisib,800.0,nM,0,48,h,1,
mm_1s_in_vitro_mm__bez235_800_nm_48_h_fig2a_akt_rescue_experiment__step_1,mm_1s_in_vitro_mm__bez235_800_nm_48_h_fig2a_akt_rescue_experiment,Dactolisib,800,nM,0,48,h,1,
mm_1s_in_vitro_mm__bez235_800_nm_48_h_fig2b_bcl2_rescue_experiment__step_1,mm_1s_in_vitro_mm__bez235_800_nm_48_h_fig2b_bcl2_rescue_experiment,Dactolisib,800,nM,0,48,h,1,
mm_1s_in_vitro_mm__bez235_dose_response_ic50_determination_48_h__step_1,mm_1s_in_vitro_mm__bez235_dose_response_ic50_determination_48_h,Dactolisib,,nM,0,48,h,1,"IC50-determining dose-response, 0-800 nmol/L range."
mm_1s_in_vitro_mm__vehicle_control_48_h__step_1,mm_1s_in_vitro_mm__vehicle_control_48_h,Vehicle,,,0,48,h,1,
mm_1s_in_vitro_mm__vehicle_control_48_h_fig2a_akt_rescue_experiment__step_1,mm_1s_in_vitro_mm__vehicle_control_48_h_fig2a_akt_rescue_experiment,Vehicle,,,0,48,h,1,
mm_1s_in_vitro_mm__vehicle_control_48_h_fig2b_bcl2_rescue_experiment__step_1,mm_1s_in_vitro_mm__vehicle_control_48_h_fig2b_bcl2_rescue_experiment,Vehicle,,,0,48,h,1,
mm_1s_in_vitro_mm__vehicle_control_t_0__step_1,mm_1s_in_vitro_mm__vehicle_control_t_0,Vehicle,,,0,0,h,1,
mr20_in_vitro_mm__bez235_dose_response_ic50_determination_48_h__step_1,mr20_in_vitro_mm__bez235_dose_response_ic50_determination_48_h,Dactolisib,,nM,0,48,h,1,"IC50-determining dose-response, 0-800 nmol/L range."
nci_h929_in_vitro_mm__bez235_dose_response_ic50_determination_48_h__step_1,nci_h929_in_vitro_mm__bez235_dose_response_ic50_determination_48_h,Dactolisib,,nM,0,48,h,1,"IC50-determining dose-response, 0-800 nmol/L range."
oci_my5_in_vitro_mm__bez235_dose_response_ic50_determination_48_h__step_1,oci_my5_in_vitro_mm__bez235_dose_response_ic50_determination_48_h,Dactolisib,,nM,0,48,h,1,"IC50-determining dose-response, 0-800 nmol/L range."
opm_2_in_vitro_mm__bez235_dose_response_ic50_determination_48_h__step_1,opm_2_in_vitro_mm__bez235_dose_response_ic50_determination_48_h,Dactolisib,,nM,0,48,h,1,"IC50-determining dose-response, 0-800 nmol/L range."
opm_6_in_vitro_mm__bez235_dose_response_ic50_determination_48_h__step_1,opm_6_in_vitro_mm__bez235_dose_response_ic50_determination_48_h,Dactolisib,,nM,0,48,h,1,"IC50-determining dose-response, 0-800 nmol/L range."
patient_1_resistant_primary_sample__bez235_100_nm_48_h__step_1,patient_1_resistant_primary_sample__bez235_100_nm_48_h,Dactolisib,100.0,nM,0,48,h,1,
patient_1_resistant_primary_sample__bez235_200_nm_48_h__step_1,patient_1_resistant_primary_sample__bez235_200_nm_48_h,Dactolisib,200.0,nM,0,48,h,1,
patient_1_resistant_primary_sample__bez235_25_nm_48_h__step_1,patient_1_resistant_primary_sample__bez235_25_nm_48_h,Dactolisib,25.0,nM,0,48,h,1,
patient_1_resistant_primary_sample__bez235_400_nm_48_h__step_1,patient_1_resistant_primary_sample__bez235_400_nm_48_h,Dactolisib,400.0,nM,0,48,h,1,
patient_1_resistant_primary_sample__bez235_50_nm_48_h__step_1,patient_1_resistant_primary_sample__bez235_50_nm_48_h,Dactolisib,50.0,nM,0,48,h,1,
patient_1_resistant_primary_sample__bez235_800_nm_48_h__step_1,patient_1_resistant_primary_sample__bez235_800_nm_48_h,Dactolisib,800.0,nM,0,48,h,1,
patient_1_resistant_primary_sample__vehicle_control_48_h__step_1,patient_1_resistant_primary_sample__vehicle_control_48_h,Vehicle,,,0,48,h,1,
patient_2_resistant_primary_sample__bez235_100_nm_48_h__step_1,patient_2_resistant_primary_sample__bez235_100_nm_48_h,Dactolisib,100.0,nM,0,48,h,1,
patient_2_resistant_primary_sample__bez235_200_nm_48_h__step_1,patient_2_resistant_primary_sample__bez235_200_nm_48_h,Dactolisib,200.0,nM,0,48,h,1,
patient_2_resistant_primary_sample__bez235_25_nm_48_h__step_1,patient_2_resistant_primary_sample__bez235_25_nm_48_h,Dactolisib,25.0,nM,0,48,h,1,
patient_2_resistant_primary_sample__bez235_400_nm_48_h__step_1,patient_2_resistant_primary_sample__bez235_400_nm_48_h,Dactolisib,400.0,nM,0,48,h,1,
patient_2_resistant_primary_sample__bez235_50_nm_48_h__step_1,patient_2_resistant_primary_sample__bez235_50_nm_48_h,Dactolisib,50.0,nM,0,48,h,1,
patient_2_resistant_primary_sample__bez235_800_nm_48_h__step_1,patient_2_resistant_primary_sample__bez235_800_nm_48_h,Dactolisib,800.0,nM,0,48,h,1,
patient_2_resistant_primary_sample__vehicle_control_48_h__step_1,patient_2_resistant_primary_sample__vehicle_control_48_h,Vehicle,,,0,48,h,1,
patient_3_sensitive_primary_sample__bez235_100_nm_48_h__step_1,patient_3_sensitive_primary_sample__bez235_100_nm_48_h,Dactolisib,100.0,nM,0,48,h,1,
patient_3_sensitive_primary_sample__bez235_200_nm_48_h__step_1,patient_3_sensitive_primary_sample__bez235_200_nm_48_h,Dactolisib,200.0,nM,0,48,h,1,
patient_3_sensitive_primary_sample__bez235_25_nm_48_h__step_1,patient_3_sensitive_primary_sample__bez235_25_nm_48_h,Dactolisib,25.0,nM,0,48,h,1,
patient_3_sensitive_primary_sample__bez235_400_nm_48_h__step_1,patient_3_sensitive_primary_sample__bez235_400_nm_48_h,Dactolisib,400.0,nM,0,48,h,1,
patient_3_sensitive_primary_sample__bez235_50_nm_48_h__step_1,patient_3_sensitive_primary_sample__bez235_50_nm_48_h,Dactolisib,50.0,nM,0,48,h,1,
patient_3_sensitive_primary_sample__bez235_800_nm_48_h__step_1,patient_3_sensitive_primary_sample__bez235_800_nm_48_h,Dactolisib,800.0,nM,0,48,h,1,
patient_3_sensitive_primary_sample__vehicle_control_48_h__step_1,patient_3_sensitive_primary_sample__vehicle_control_48_h,Vehicle,,,0,48,h,1,
patient_4_sensitive_primary_sample__bez235_100_nm_48_h__step_1,patient_4_sensitive_primary_sample__bez235_100_nm_48_h,Dactolisib,100.0,nM,0,48,h,1,
patient_4_sensitive_primary_sample__bez235_200_nm_48_h__step_1,patient_4_sensitive_primary_sample__bez235_200_nm_48_h,Dactolisib,200.0,nM,0,48,h,1,
patient_4_sensitive_primary_sample__bez235_25_nm_48_h__step_1,patient_4_sensitive_primary_sample__bez235_25_nm_48_h,Dactolisib,25.0,nM,0,48,h,1,
patient_4_sensitive_primary_sample__bez235_400_nm_48_h__step_1,patient_4_sensitive_primary_sample__bez235_400_nm_48_h,Dactolisib,400.0,nM,0,48,h,1,
patient_4_sensitive_primary_sample__bez235_50_nm_48_h__step_1,patient_4_sensitive_primary_sample__bez235_50_nm_48_h,Dactolisib,50.0,nM,0,48,h,1,
patient_4_sensitive_primary_sample__bez235_800_nm_48_h__step_1,patient_4_sensitive_primary_sample__bez235_800_nm_48_h,Dactolisib,800.0,nM,0,48,h,1,
patient_4_sensitive_primary_sample__vehicle_control_48_h__step_1,patient_4_sensitive_primary_sample__vehicle_control_48_h,Vehicle,,,0,48,h,1,
patient_5_most_sensitive_primary_sample__bez235_100_nm_48_h__step_1,patient_5_most_sensitive_primary_sample__bez235_100_nm_48_h,Dactolisib,100.0,nM,0,48,h,1,
patient_5_most_sensitive_primary_sample__bez235_200_nm_48_h__step_1,patient_5_most_sensitive_primary_sample__bez235_200_nm_48_h,Dactolisib,200.0,nM,0,48,h,1,
patient_5_most_sensitive_primary_sample__bez235_25_nm_48_h__step_1,patient_5_most_sensitive_primary_sample__bez235_25_nm_48_h,Dactolisib,25.0,nM,0,48,h,1,
patient_5_most_sensitive_primary_sample__bez235_400_nm_48_h__step_1,patient_5_most_sensitive_primary_sample__bez235_400_nm_48_h,Dactolisib,400.0,nM,0,48,h,1,
patient_5_most_sensitive_primary_sample__bez235_50_nm_48_h__step_1,patient_5_most_sensitive_primary_sample__bez235_50_nm_48_h,Dactolisib,50.0,nM,0,48,h,1,
patient_5_most_sensitive_primary_sample__bez235_800_nm_48_h__step_1,patient_5_most_sensitive_primary_sample__bez235_800_nm_48_h,Dactolisib,800.0,nM,0,48,h,1,
patient_5_most_sensitive_primary_sample__vehicle_control_48_h__step_1,patient_5_most_sensitive_primary_sample__vehicle_control_48_h,Vehicle,,,0,48,h,1,
pbmc_healthy_donor_pooled__bez235_100_nm_48_h__step_1,pbmc_healthy_donor_pooled__bez235_100_nm_48_h,Dactolisib,100.0,nM,0,48,h,1,
pbmc_healthy_donor_pooled__bez235_200_nm_48_h__step_1,pbmc_healthy_donor_pooled__bez235_200_nm_48_h,Dactolisib,200.0,nM,0,48,h,1,
pbmc_healthy_donor_pooled__bez235_25_nm_48_h__step_1,pbmc_healthy_donor_pooled__bez235_25_nm_48_h,Dactolisib,25.0,nM,0,48,h,1,
pbmc_healthy_donor_pooled__bez235_400_nm_48_h__step_1,pbmc_healthy_donor_pooled__bez235_400_nm_48_h,Dactolisib,400.0,nM,0,48,h,1,
pbmc_healthy_donor_pooled__bez235_50_nm_48_h__step_1,pbmc_healthy_donor_pooled__bez235_50_nm_48_h,Dactolisib,50.0,nM,0,48,h,1,
pbmc_healthy_donor_pooled__bez235_800_nm_48_h__step_1,pbmc_healthy_donor_pooled__bez235_800_nm_48_h,Dactolisib,800.0,nM,0,48,h,1,
pbmc_healthy_donor_pooled__vehicle_control_48_h__step_1,pbmc_healthy_donor_pooled__vehicle_control_48_h,Vehicle,,,0,48,h,1,
s6b45_in_vitro_mm__bez235_dose_response_ic50_determination_48_h__step_1,s6b45_in_vitro_mm__bez235_dose_response_ic50_determination_48_h,Dactolisib,,nM,0,48,h,1,"IC50-determining dose-response, 0-800 nmol/L range."
thle3_hepatocyte_in_vitro__bez235_100_nm_48_h__step_1,thle3_hepatocyte_in_vitro__bez235_100_nm_48_h,Dactolisib,100.0,nM,0,48,h,1,
thle3_hepatocyte_in_vitro__bez235_10_nm_48_h__step_1,thle3_hepatocyte_in_vitro__bez235_10_nm_48_h,Dactolisib,10.0,nM,0,48,h,1,
thle3_hepatocyte_in_vitro__bez235_200_nm_48_h__step_1,thle3_hepatocyte_in_vitro__bez235_200_nm_48_h,Dactolisib,200.0,nM,0,48,h,1,
thle3_hepatocyte_in_vitro__bez235_25_nm_48_h__step_1,thle3_hepatocyte_in_vitro__bez235_25_nm_48_h,Dactolisib,25.0,nM,0,48,h,1,
thle3_hepatocyte_in_vitro__bez235_400_nm_48_h__step_1,thle3_hepatocyte_in_vitro__bez235_400_nm_48_h,Dactolisib,400.0,nM,0,48,h,1,
thle3_hepatocyte_in_vitro__bez235_50_nm_48_h__step_1,thle3_hepatocyte_in_vitro__bez235_50_nm_48_h,Dactolisib,50.0,nM,0,48,h,1,
thle3_hepatocyte_in_vitro__bez235_800_nm_48_h__step_1,thle3_hepatocyte_in_vitro__bez235_800_nm_48_h,Dactolisib,800.0,nM,0,48,h,1,
thle3_hepatocyte_in_vitro__vehicle_control_48_h__step_1,thle3_hepatocyte_in_vitro__vehicle_control_48_h,Vehicle,,,0,48,h,1,
u266_in_vitro_mm__bez235_dose_response_ic50_determination_48_h__step_1,u266_in_vitro_mm__bez235_dose_response_ic50_determination_48_h,Dactolisib,,nM,0,48,h,1,"IC50-determining dose-response, 0-800 nmol/L range."
xg1_in_vitro_mm__bez235_dose_response_ic50_determination_48_h__step_1,xg1_in_vitro_mm__bez235_dose_response_ic50_determination_48_h,Dactolisib,,nM,0,48,h,1,"IC50-determining dose-response, 0-800 nmol/L range."
