record_id,context_key,condition_key,assay_key,observable,observable_raw_label,value,value_unit,time_value,time_unit,statistic,uncertainty_type,uncertainty_value,replicate_count,normalization,normalization_reference,source_key,figure,panel,table,lane,extraction_method,quality_class,is_censored,censoring_limit,notes
obs_1205Lu_parp_cleavage_combo,1205lu_in_vitro,1205lu_in_vitro__birinapant_1000_nm_tnf_alpha_1_ng_ml_24_h,western_apoptosis_signaling,PARP_cleavage_status,Absent (89 kDa cleaved PARP fragment),,,24,h,blot presence/absence call,,,,,,figure_2,Figure 2,B,,,BLOT_DENSITOMETRY,SEMI_QUANTITATIVE,False,,"Verified by direct inspection of Figure 2B immunoblot: no cleaved PARP band detectable in 1205Lu even in combination lane, consistent with resistant phenotype. No PARP cleavage detected even with combination (24h); apoptosis pathway blocked downstream Phenotype tier: Resistant."
obs_1205Lu_spheroid_alamarblue_combo,1205lu_spheroid,1205lu_spheroid__birinapant_1000_nm_tnf_alpha_1_ng_ml_72_h_spheroid,spheroid_alamar_blue,spheroid_relative_viability,"Relative viability (Alamar Blue, combination, 72h)",0.69,Relative to untreated control (=1.0),72,h,relative to untreated spheroid control,,,6,,,figure_4,Figure 4,B,,,PLOT_DIGITIZED,QUANTITATIVE,False,,"3D collagen-embedded spheroids, n=6 technical replicates per line, birinapant 1uM + TNF-a 1ng/mL for 72h; confirms monolayer phenotype pattern is conserved in 3D Phenotype tier: Resistant."
obs_1205Lu_subG1_TNF_alpha,1205lu_in_vitro,1205lu_in_vitro__tnf_alpha_1_ng_ml_48_h,facs_subg1,subG1_apoptotic_fraction,TNF-alpha arm,1.0,%,48,h,percentage of gated cells,visual digitization uncertainty (+/-3-5 percentage points),,,,,figure_2,Figure 2,C,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"Digitized from bar height vs y-axis gridlines (0/20/40/60/80/100%); no printed data label on chart, so treated as approximate (±3-5% pixel-reading uncertainty). SEM error bars visible on original figure but not extracted. Phenotype tier: Resistant."
obs_1205Lu_subG1_birinapant,1205lu_in_vitro,1205lu_in_vitro__birinapant_1000_nm_48_h,facs_subg1,subG1_apoptotic_fraction,birinapant arm,2.0,%,48,h,percentage of gated cells,visual digitization uncertainty (+/-3-5 percentage points),,,,,figure_2,Figure 2,C,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"Digitized from bar height vs y-axis gridlines (0/20/40/60/80/100%); no printed data label on chart, so treated as approximate (±3-5% pixel-reading uncertainty). SEM error bars visible on original figure but not extracted. Phenotype tier: Resistant."
obs_1205Lu_subG1_combination,1205lu_in_vitro,1205lu_in_vitro__birinapant_1000_nm_tnf_alpha_1_ng_ml_48_h,facs_subg1,subG1_apoptotic_fraction,combination arm,3.0,%,48,h,percentage of gated cells,visual digitization uncertainty (+/-3-5 percentage points),,,,,figure_2,Figure 2,C,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"Digitized from bar height vs y-axis gridlines (0/20/40/60/80/100%); no printed data label on chart, so treated as approximate (±3-5% pixel-reading uncertainty). SEM error bars visible on original figure but not extracted. Phenotype tier: Resistant."
obs_1205Lu_subG1_control,1205lu_in_vitro,1205lu_in_vitro__vehicle_control,facs_subg1,subG1_apoptotic_fraction,control arm,2.0,%,48,h,percentage of gated cells,visual digitization uncertainty (+/-3-5 percentage points),,,,,figure_2,Figure 2,C,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"Digitized from bar height vs y-axis gridlines (0/20/40/60/80/100%); no printed data label on chart, so treated as approximate (±3-5% pixel-reading uncertainty). SEM error bars visible on original figure but not extracted. Phenotype tier: Resistant."
obs_1205Lu_xenograft_birinapant_day1,1205lu_xenograft,1205lu_xenograft__birinapant_30_mg_kg_ip_3x_week,xenograft_tumor_volume,xenograft_tumor_volume_foldchange,"Tumor volume fold-change (day 1, birinapant)",1.0,Fold change vs day of first dosing,1.0,d,fold change vs day of first dosing,,,,,,figure_5,Figure 5,A,,,PLOT_DIGITIZED,QUANTITATIVE,False,,"NUDE mice, n=5/group, IP dosing 3x/week 30mg/kg; p<0.05 at end of treatment for both lines; in 451Lu, 2/5 birinapant-treated animals had unmeasurable tumors at study end Phenotype tier (in vitro): Resistant (in vitro); partial in vivo response."
obs_1205Lu_xenograft_birinapant_day12,1205lu_xenograft,1205lu_xenograft__birinapant_30_mg_kg_ip_3x_week,xenograft_tumor_volume,xenograft_tumor_volume_foldchange,"Tumor volume fold-change (day 12, birinapant)",2.9,Fold change vs day of first dosing,12.0,d,fold change vs day of first dosing,,,,,,figure_5,Figure 5,A,,,PLOT_DIGITIZED,QUANTITATIVE,False,,"NUDE mice, n=5/group, IP dosing 3x/week 30mg/kg; p<0.05 at end of treatment for both lines; in 451Lu, 2/5 birinapant-treated animals had unmeasurable tumors at study end Phenotype tier (in vitro): Resistant (in vitro); partial in vivo response."
obs_1205Lu_xenograft_birinapant_day14,1205lu_xenograft,1205lu_xenograft__birinapant_30_mg_kg_ip_3x_week,xenograft_tumor_volume,xenograft_tumor_volume_foldchange,"Tumor volume fold-change (day 14, birinapant)",3.9,Fold change vs day of first dosing,14.0,d,fold change vs day of first dosing,,,,,,figure_5,Figure 5,A,,,PLOT_DIGITIZED,QUANTITATIVE,False,,"NUDE mice, n=5/group, IP dosing 3x/week 30mg/kg; p<0.05 at end of treatment for both lines; in 451Lu, 2/5 birinapant-treated animals had unmeasurable tumors at study end Phenotype tier (in vitro): Resistant (in vitro); partial in vivo response."
obs_1205Lu_xenograft_birinapant_day16,1205lu_xenograft,1205lu_xenograft__birinapant_30_mg_kg_ip_3x_week,xenograft_tumor_volume,xenograft_tumor_volume_foldchange,"Tumor volume fold-change (day 16, birinapant)",4.4,Fold change vs day of first dosing,16.0,d,fold change vs day of first dosing,,,,,,figure_5,Figure 5,A,,,PLOT_DIGITIZED,QUANTITATIVE,False,,"NUDE mice, n=5/group, IP dosing 3x/week 30mg/kg; p<0.05 at end of treatment for both lines; in 451Lu, 2/5 birinapant-treated animals had unmeasurable tumors at study end Phenotype tier (in vitro): Resistant (in vitro); partial in vivo response."
obs_1205Lu_xenograft_birinapant_day18,1205lu_xenograft,1205lu_xenograft__birinapant_30_mg_kg_ip_3x_week,xenograft_tumor_volume,xenograft_tumor_volume_foldchange,"Tumor volume fold-change (day 18, birinapant)",6.2,Fold change vs day of first dosing,18.0,d,fold change vs day of first dosing,,,,,,figure_5,Figure 5,A,,,PLOT_DIGITIZED,QUANTITATIVE,False,,"NUDE mice, n=5/group, IP dosing 3x/week 30mg/kg; p<0.05 at end of treatment for both lines; in 451Lu, 2/5 birinapant-treated animals had unmeasurable tumors at study end Phenotype tier (in vitro): Resistant (in vitro); partial in vivo response."
obs_1205Lu_xenograft_birinapant_day5,1205lu_xenograft,1205lu_xenograft__birinapant_30_mg_kg_ip_3x_week,xenograft_tumor_volume,xenograft_tumor_volume_foldchange,"Tumor volume fold-change (day 5, birinapant)",1.5,Fold change vs day of first dosing,5.0,d,fold change vs day of first dosing,,,,,,figure_5,Figure 5,A,,,PLOT_DIGITIZED,QUANTITATIVE,False,,"NUDE mice, n=5/group, IP dosing 3x/week 30mg/kg; p<0.05 at end of treatment for both lines; in 451Lu, 2/5 birinapant-treated animals had unmeasurable tumors at study end Phenotype tier (in vitro): Resistant (in vitro); partial in vivo response."
obs_1205Lu_xenograft_birinapant_day8,1205lu_xenograft,1205lu_xenograft__birinapant_30_mg_kg_ip_3x_week,xenograft_tumor_volume,xenograft_tumor_volume_foldchange,"Tumor volume fold-change (day 8, birinapant)",2.1,Fold change vs day of first dosing,8.0,d,fold change vs day of first dosing,,,,,,figure_5,Figure 5,A,,,PLOT_DIGITIZED,QUANTITATIVE,False,,"NUDE mice, n=5/group, IP dosing 3x/week 30mg/kg; p<0.05 at end of treatment for both lines; in 451Lu, 2/5 birinapant-treated animals had unmeasurable tumors at study end Phenotype tier (in vitro): Resistant (in vitro); partial in vivo response."
obs_1205Lu_xenograft_vehicle_day1,1205lu_xenograft,1205lu_xenograft__vehicle_control_xenograft,xenograft_tumor_volume,xenograft_tumor_volume_foldchange,"Tumor volume fold-change (day 1, vehicle)",1.0,Fold change vs day of first dosing,1.0,d,fold change vs day of first dosing,,,,,,figure_5,Figure 5,A,,,PLOT_DIGITIZED,QUANTITATIVE,False,,"NUDE mice, n=5/group, IP dosing 3x/week 30mg/kg birinapant or vehicle, dosing started after palpable tumor formation; digitized from growth curve Phenotype tier (in vitro): Resistant (in vitro); partial in vivo response."
obs_1205Lu_xenograft_vehicle_day12,1205lu_xenograft,1205lu_xenograft__vehicle_control_xenograft,xenograft_tumor_volume,xenograft_tumor_volume_foldchange,"Tumor volume fold-change (day 12, vehicle)",5.2,Fold change vs day of first dosing,12.0,d,fold change vs day of first dosing,,,,,,figure_5,Figure 5,A,,,PLOT_DIGITIZED,QUANTITATIVE,False,,"NUDE mice, n=5/group, IP dosing 3x/week 30mg/kg birinapant or vehicle, dosing started after palpable tumor formation; digitized from growth curve Phenotype tier (in vitro): Resistant (in vitro); partial in vivo response."
obs_1205Lu_xenograft_vehicle_day14,1205lu_xenograft,1205lu_xenograft__vehicle_control_xenograft,xenograft_tumor_volume,xenograft_tumor_volume_foldchange,"Tumor volume fold-change (day 14, vehicle)",7.8,Fold change vs day of first dosing,14.0,d,fold change vs day of first dosing,,,,,,figure_5,Figure 5,A,,,PLOT_DIGITIZED,QUANTITATIVE,False,,"NUDE mice, n=5/group, IP dosing 3x/week 30mg/kg birinapant or vehicle, dosing started after palpable tumor formation; digitized from growth curve Phenotype tier (in vitro): Resistant (in vitro); partial in vivo response."
obs_1205Lu_xenograft_vehicle_day16,1205lu_xenograft,1205lu_xenograft__vehicle_control_xenograft,xenograft_tumor_volume,xenograft_tumor_volume_foldchange,"Tumor volume fold-change (day 16, vehicle)",8.9,Fold change vs day of first dosing,16.0,d,fold change vs day of first dosing,,,,,,figure_5,Figure 5,A,,,PLOT_DIGITIZED,QUANTITATIVE,False,,"NUDE mice, n=5/group, IP dosing 3x/week 30mg/kg birinapant or vehicle, dosing started after palpable tumor formation; digitized from growth curve Phenotype tier (in vitro): Resistant (in vitro); partial in vivo response."
obs_1205Lu_xenograft_vehicle_day18,1205lu_xenograft,1205lu_xenograft__vehicle_control_xenograft,xenograft_tumor_volume,xenograft_tumor_volume_foldchange,"Tumor volume fold-change (day 18, vehicle)",11.9,Fold change vs day of first dosing,18.0,d,fold change vs day of first dosing,,,,,,figure_5,Figure 5,A,,,PLOT_DIGITIZED,QUANTITATIVE,False,,"NUDE mice, n=5/group, IP dosing 3x/week 30mg/kg birinapant or vehicle, dosing started after palpable tumor formation; digitized from growth curve Phenotype tier (in vitro): Resistant (in vitro); partial in vivo response."
obs_1205Lu_xenograft_vehicle_day5,1205lu_xenograft,1205lu_xenograft__vehicle_control_xenograft,xenograft_tumor_volume,xenograft_tumor_volume_foldchange,"Tumor volume fold-change (day 5, vehicle)",2.1,Fold change vs day of first dosing,5.0,d,fold change vs day of first dosing,,,,,,figure_5,Figure 5,A,,,PLOT_DIGITIZED,QUANTITATIVE,False,,"NUDE mice, n=5/group, IP dosing 3x/week 30mg/kg birinapant or vehicle, dosing started after palpable tumor formation; digitized from growth curve Phenotype tier (in vitro): Resistant (in vitro); partial in vivo response."
obs_1205Lu_xenograft_vehicle_day8,1205lu_xenograft,1205lu_xenograft__vehicle_control_xenograft,xenograft_tumor_volume,xenograft_tumor_volume_foldchange,"Tumor volume fold-change (day 8, vehicle)",2.7,Fold change vs day of first dosing,8.0,d,fold change vs day of first dosing,,,,,,figure_5,Figure 5,A,,,PLOT_DIGITIZED,QUANTITATIVE,False,,"NUDE mice, n=5/group, IP dosing 3x/week 30mg/kg birinapant or vehicle, dosing started after palpable tumor formation; digitized from growth curve Phenotype tier (in vitro): Resistant (in vitro); partial in vivo response."
obs_451Lu_annexinV_TNF_alpha,451lu_in_vitro,451lu_in_vitro__tnf_alpha_1_ng_ml_48_h,facs_annexin_v,annexinV_positive_fraction,TNF-alpha arm,9.0,%,48,h,percentage of gated cells,visual digitization uncertainty (+/-3-5 percentage points),,,,,figure_2,Figure 2,D,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"Digitized from bar height vs y-axis gridlines (0/20/40/60/80/100%); no printed data label on chart, so treated as approximate (±3-5% pixel-reading uncertainty). SEM error bars visible on original figure but not extracted. Phenotype tier: Combination sensitive."
obs_451Lu_annexinV_birinapant,451lu_in_vitro,451lu_in_vitro__birinapant_1000_nm_48_h,facs_annexin_v,annexinV_positive_fraction,birinapant arm,9.0,%,48,h,percentage of gated cells,visual digitization uncertainty (+/-3-5 percentage points),,,,,figure_2,Figure 2,D,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"Digitized from bar height vs y-axis gridlines (0/20/40/60/80/100%); no printed data label on chart, so treated as approximate (±3-5% pixel-reading uncertainty). SEM error bars visible on original figure but not extracted. Phenotype tier: Combination sensitive."
obs_451Lu_annexinV_combination,451lu_in_vitro,451lu_in_vitro__birinapant_1000_nm_tnf_alpha_1_ng_ml_48_h,facs_annexin_v,annexinV_positive_fraction,combination arm,67.0,%,48,h,percentage of gated cells,visual digitization uncertainty (+/-3-5 percentage points),,,,,figure_2,Figure 2,D,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"Digitized from bar height vs y-axis gridlines (0/20/40/60/80/100%); no printed data label on chart, so treated as approximate (±3-5% pixel-reading uncertainty). SEM error bars visible on original figure but not extracted. Phenotype tier: Combination sensitive."
obs_451Lu_annexinV_control,451lu_in_vitro,451lu_in_vitro__vehicle_control,facs_annexin_v,annexinV_positive_fraction,control arm,10.0,%,48,h,percentage of gated cells,visual digitization uncertainty (+/-3-5 percentage points),,,,,figure_2,Figure 2,D,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"Digitized from bar height vs y-axis gridlines (0/20/40/60/80/100%); no printed data label on chart, so treated as approximate (±3-5% pixel-reading uncertainty). SEM error bars visible on original figure but not extracted. Phenotype tier: Combination sensitive."
obs_451Lu_ciap1_kinetics_0.1uM_1h,451lu_in_vitro,451lu_in_vitro__birinapant_0_1_um_1_h,western_ciap_invitro,cIAP1_protein_level_status,Degraded (near-complete),,,1.0,h,blot intensity call,,,,,,figure_3,Figure 3,A,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"cIAP1 band essentially undetectable at ALL tested doses (0.1-10uM) and ALL timepoints (1-24h), including earliest 1h/lowest 0.1uM combination; XIAP unchanged; indicates extremely rapid (sub-1h) and complete target engagement kinetics (k_deg effectively not rate-limiting at these doses) Phenotype tier: None."
obs_451Lu_ciap1_kinetics_0.1uM_24h,451lu_in_vitro,451lu_in_vitro__birinapant_0_1_um_24_h,western_ciap_invitro,cIAP1_protein_level_status,Degraded (near-complete),,,24.0,h,blot intensity call,,,,,,figure_3,Figure 3,A,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"cIAP1 band essentially undetectable at ALL tested doses (0.1-10uM) and ALL timepoints (1-24h), including earliest 1h/lowest 0.1uM combination; XIAP unchanged; indicates extremely rapid (sub-1h) and complete target engagement kinetics (k_deg effectively not rate-limiting at these doses) Phenotype tier: None."
obs_451Lu_ciap1_kinetics_0.1uM_6h,451lu_in_vitro,451lu_in_vitro__birinapant_0_1_um_6_h,western_ciap_invitro,cIAP1_protein_level_status,Degraded (near-complete),,,6.0,h,blot intensity call,,,,,,figure_3,Figure 3,A,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"cIAP1 band essentially undetectable at ALL tested doses (0.1-10uM) and ALL timepoints (1-24h), including earliest 1h/lowest 0.1uM combination; XIAP unchanged; indicates extremely rapid (sub-1h) and complete target engagement kinetics (k_deg effectively not rate-limiting at these doses) Phenotype tier: None."
obs_451Lu_ciap1_kinetics_10uM_1h,451lu_in_vitro,451lu_in_vitro__birinapant_10_um_1_h,western_ciap_invitro,cIAP1_protein_level_status,Degraded (near-complete),,,1.0,h,blot intensity call,,,,,,figure_3,Figure 3,A,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"cIAP1 band essentially undetectable at ALL tested doses (0.1-10uM) and ALL timepoints (1-24h), including earliest 1h/lowest 0.1uM combination; XIAP unchanged; indicates extremely rapid (sub-1h) and complete target engagement kinetics (k_deg effectively not rate-limiting at these doses) Phenotype tier: None."
obs_451Lu_ciap1_kinetics_10uM_24h,451lu_in_vitro,451lu_in_vitro__birinapant_10_um_24_h,western_ciap_invitro,cIAP1_protein_level_status,Degraded (near-complete),,,24.0,h,blot intensity call,,,,,,figure_3,Figure 3,A,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"cIAP1 band essentially undetectable at ALL tested doses (0.1-10uM) and ALL timepoints (1-24h), including earliest 1h/lowest 0.1uM combination; XIAP unchanged; indicates extremely rapid (sub-1h) and complete target engagement kinetics (k_deg effectively not rate-limiting at these doses) Phenotype tier: None."
obs_451Lu_ciap1_kinetics_10uM_6h,451lu_in_vitro,451lu_in_vitro__birinapant_10_um_6_h,western_ciap_invitro,cIAP1_protein_level_status,Degraded (near-complete),,,6.0,h,blot intensity call,,,,,,figure_3,Figure 3,A,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"cIAP1 band essentially undetectable at ALL tested doses (0.1-10uM) and ALL timepoints (1-24h), including earliest 1h/lowest 0.1uM combination; XIAP unchanged; indicates extremely rapid (sub-1h) and complete target engagement kinetics (k_deg effectively not rate-limiting at these doses) Phenotype tier: None."
obs_451Lu_ciap1_kinetics_1uM_1h,451lu_in_vitro,451lu_in_vitro__birinapant_1_um_1_h,western_ciap_invitro,cIAP1_protein_level_status,Degraded (near-complete),,,1.0,h,blot intensity call,,,,,,figure_3,Figure 3,A,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"cIAP1 band essentially undetectable at ALL tested doses (0.1-10uM) and ALL timepoints (1-24h), including earliest 1h/lowest 0.1uM combination; XIAP unchanged; indicates extremely rapid (sub-1h) and complete target engagement kinetics (k_deg effectively not rate-limiting at these doses) Phenotype tier: None."
obs_451Lu_ciap1_kinetics_1uM_24h,451lu_in_vitro,451lu_in_vitro__birinapant_1_um_24_h,western_ciap_invitro,cIAP1_protein_level_status,Degraded (near-complete),,,24.0,h,blot intensity call,,,,,,figure_3,Figure 3,A,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"cIAP1 band essentially undetectable at ALL tested doses (0.1-10uM) and ALL timepoints (1-24h), including earliest 1h/lowest 0.1uM combination; XIAP unchanged; indicates extremely rapid (sub-1h) and complete target engagement kinetics (k_deg effectively not rate-limiting at these doses) Phenotype tier: None."
obs_451Lu_ciap1_kinetics_1uM_6h,451lu_in_vitro,451lu_in_vitro__birinapant_1_um_6_h,western_ciap_invitro,cIAP1_protein_level_status,Degraded (near-complete),,,6.0,h,blot intensity call,,,,,,figure_3,Figure 3,A,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"cIAP1 band essentially undetectable at ALL tested doses (0.1-10uM) and ALL timepoints (1-24h), including earliest 1h/lowest 0.1uM combination; XIAP unchanged; indicates extremely rapid (sub-1h) and complete target engagement kinetics (k_deg effectively not rate-limiting at these doses) Phenotype tier: None."
obs_451Lu_ciap1_xenograft_12h,451lu_xenograft,451lu_xenograft__birinapant_30_mg_kg_ip_twice_at_48_h_interval,western_ciap_xenograft,cIAP1_protein_remaining_pct,"cIAP1 protein remaining (12h post-dose, xenograft)",8.0,% of vehicle control,12.0,h,densitometry normalized to vehicle = 100%,approximate SEM (birinapant_qsp_biomarker_digitization.xlsx Recommended input),2.0,,,,figure_5,Figure 5,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"Mice dosed twice at 48h interval, tumors harvested at 3h/6h/12h/24h after last dose; densitometry of cIAP1 band normalized to vehicle=100%; sustained depletion through 24h in both lines despite differing in vivo growth response Phenotype tier (in vitro): Combination sensitive (in vitro); excellent in vivo response."
obs_451Lu_ciap1_xenograft_24h,451lu_xenograft,451lu_xenograft__birinapant_30_mg_kg_ip_twice_at_48_h_interval,western_ciap_xenograft,cIAP1_protein_remaining_pct,"cIAP1 protein remaining (24h post-dose, xenograft)",6.0,% of vehicle control,24.0,h,densitometry normalized to vehicle = 100%,approximate SEM (birinapant_qsp_biomarker_digitization.xlsx Recommended input),4.0,,,,figure_5,Figure 5,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"Mice dosed twice at 48h interval, tumors harvested at 3h/6h/12h/24h after last dose; densitometry of cIAP1 band normalized to vehicle=100%; sustained depletion through 24h in both lines despite differing in vivo growth response Phenotype tier (in vitro): Combination sensitive (in vitro); excellent in vivo response."
obs_451Lu_ciap1_xenograft_3h,451lu_xenograft,451lu_xenograft__birinapant_30_mg_kg_ip_twice_at_48_h_interval,western_ciap_xenograft,cIAP1_protein_remaining_pct,"cIAP1 protein remaining (3h post-dose, xenograft)",12.0,% of vehicle control,3.0,h,densitometry normalized to vehicle = 100%,approximate SEM (birinapant_qsp_biomarker_digitization.xlsx Recommended input),10.0,,,,figure_5,Figure 5,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"Mice dosed twice at 48h interval, tumors harvested at 3h/6h/12h/24h after last dose; densitometry of cIAP1 band normalized to vehicle=100%; sustained depletion through 24h in both lines despite differing in vivo growth response Phenotype tier (in vitro): Combination sensitive (in vitro); excellent in vivo response."
