record_id,context_key,condition_key,assay_key,observable,observable_raw_label,value,value_unit,time_value,time_unit,statistic,uncertainty_type,uncertainty_value,replicate_count,normalization,normalization_reference,source_key,figure,panel,table,lane,extraction_method,quality_class,is_censored,censoring_limit,notes
obs_020_MK5108_93T449_polyploidy_1000nM,93t449_in_vitro,93t449_in_vitro__mk_5108_1000_0_nm_72h,facs_polyploidy,cell_cycle_polyploid_fraction,% polyploid cells (>4N),21.0,%,72,h,approximate plotted mean,extraction estimate,2.0,3,,,figure_3,Figure 3,D,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,No effect on polyploidy; p>0.05; consistent with AURKA-selective inhibitor; Generated value corrected by manual reading of the preserved public figure.; Approximate plot reading; not a raw replicate measurement.
obs_021_AURKA_mRNA_SW872,sw_872_in_vitro,sw_872_in_vitro__untreated,qrtpcr_aurka,AURKA_mRNA,AURKA fold change versus differentiated adipocytes,32.0,Fold change,,,approximate plotted mean,,,3,comparative Ct fold change,differentiated adipocytes = 1,figure_4,Figure 4,A,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,32-40 fold range reported; mean ~35; *** denotes p<0.05 vs adipocytes; n=3; Generated value corrected by manual reading of the preserved public figure.; Supplied annotation records p-value threshold/value 0.05; comparator and exact operator require full-text verification.; Approximate plot reading; not a raw replicate measurement.
obs_022_AURKA_mRNA_93T449,sw_872_in_vitro,sw_872_in_vitro__untreated,qrtpcr_aurka,AURKA_mRNA,AURKA fold change in SW-872 relative to 93T449,3.2,Fold change,,,approximate plotted mean,,,3,comparative Ct fold change,93T449 = 1,figure_4,Figure 4,C,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Similar to SW-872; *** denotes p<0.05 vs adipocytes; n=3; Generated value corrected by manual reading of the preserved public figure.; Supplied annotation records p-value threshold/value 0.05; comparator and exact operator require full-text verification.; Approximate plot reading; not a raw replicate measurement.
obs_023_AURKA_mRNA_HCT116,hct_116_in_vitro,hct_116_in_vitro__untreated,qrtpcr_aurka,AURKA_mRNA,AURKA fold change versus differentiated adipocytes,40.0,Fold change,,,approximate plotted mean,,,3,comparative Ct fold change,differentiated adipocytes = 1,figure_4,Figure 4,A,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Highest AURKA mRNA expression; text reports 3-40 fold; mean ~40; n=3; Generated value corrected by manual reading of the preserved public figure.; Supplied annotation records p-value threshold/value 0.05; comparator and exact operator require full-text verification.; Approximate plot reading; not a raw replicate measurement.
obs_024_AURKB_mRNA_SW872,sw_872_in_vitro,sw_872_in_vitro__untreated,qrtpcr_aurkb,AURKB_mRNA,AURKB fold change versus differentiated adipocytes,200.0,Fold change,,,approximate plotted mean,,,3,comparative Ct fold change,differentiated adipocytes = 1,figure_4,Figure 4,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,100-200 fold range reported (text: 12-fold vs adipocytes but Fig 4B shows ~150-200); n=3; Generated value corrected by manual reading of the preserved public figure.; Supplied annotation records p-value threshold/value 0.05; comparator and exact operator require full-text verification.; Approximate plot reading; not a raw replicate measurement.
obs_025_AURKB_mRNA_93T449,sw_872_in_vitro,sw_872_in_vitro__untreated,qrtpcr_aurkb,AURKB_mRNA,AURKB fold change in SW-872 relative to 93T449,4.6,Fold change,,,approximate plotted mean,,,3,comparative Ct fold change,93T449 = 1,figure_4,Figure 4,C,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,50-100 fold range; lower than SW-872; ** denotes p<0.05 vs adipocytes; n=3; Generated value corrected by manual reading of the preserved public figure.; Supplied annotation records p-value threshold/value 0.05; comparator and exact operator require full-text verification.; Approximate plot reading; not a raw replicate measurement.
obs_026_AURKB_mRNA_HCT116,hct_116_in_vitro,hct_116_in_vitro__untreated,qrtpcr_aurkb,AURKB_mRNA,AURKB fold change versus differentiated adipocytes,470.0,Fold change,,,approximate plotted mean,,,3,comparative Ct fold change,differentiated adipocytes = 1,figure_4,Figure 4,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Highest AURKB mRNA; text explicitly states 202-fold increase; p<0.05 vs adipocytes; n=3; Generated value corrected by manual reading of the preserved public figure.; Supplied annotation records p-value threshold/value 0.001; comparator and exact operator require full-text verification.; Approximate plot reading; not a raw replicate measurement.
obs_027_AURKA_protein_SW872_present,sw_872_in_vitro,sw_872_in_vitro__untreated,western_aurka,AURKA_protein,visible band,,,,,qualitative observation,,,3,qualitative comparison to actin loading control,actin loading control,figure_5,Figure 5,"A,5C",,,IMAGE_DERIVED,QUALITATIVE_VALIDATION,False,,Strong band visible; consistent with high mRNA expression
obs_028_AURKA_protein_93T449_minimal,93t449_in_vitro,93t449_in_vitro__untreated,western_aurka,AURKA_protein,minimal/faint band,,,,,qualitative observation,,,3,qualitative comparison to actin loading control,actin loading control,figure_5,Figure 5,C,,,IMAGE_DERIVED,QUALITATIVE_VALIDATION,False,,"Despite comparable mRNA, protein expression is much lower; suggests post-transcriptional regulation"
obs_029_AURKB_protein_SW872_present,sw_872_in_vitro,sw_872_in_vitro__untreated,western_aurkb,AURKB_protein,visible band,,,,,qualitative observation,,,3,qualitative comparison to actin loading control,actin loading control,figure_5,Figure 5,"B,5D",,,IMAGE_DERIVED,QUALITATIVE_VALIDATION,False,,Strong full-length + smaller immunoreactive band (AURKB-Sv2 splice variant)
obs_030_AURKB_protein_93T449_present,93t449_in_vitro,93t449_in_vitro__untreated,western_aurkb,AURKB_protein,visible band,,,,,qualitative observation,,,3,qualitative comparison to actin loading control,actin loading control,figure_5,Figure 5,D,,,IMAGE_DERIVED,QUALITATIVE_VALIDATION,False,,Similar to SW-872; strong full-length AURKB + smaller band
obs_031_AMG900_SW872_viability_1nM,sw_872_in_vitro,sw_872_in_vitro__amg_900_1_0_nm_72h,mtt_viability,cell_viability_fraction,% Total viable cells,95,%,72,h,approximate plotted mean,extraction estimate,5.0,3,percent of DMSO control,DMSO control = 100%,figure_1,Figure 1,A,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Dose-response curve point; n=3; Approximate plot reading; not a raw replicate measurement.
obs_032_AMG900_SW872_viability_2nM,sw_872_in_vitro,sw_872_in_vitro__amg_900_2_0_nm_72h,mtt_viability,cell_viability_fraction,% Total viable cells,87,%,72,h,approximate plotted mean,extraction estimate,6.0,3,percent of DMSO control,DMSO control = 100%,figure_1,Figure 1,A,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Intermediate dose point; n=3; Approximate plot reading; not a raw replicate measurement.
obs_033_AMG900_SW872_viability_5nM,sw_872_in_vitro,sw_872_in_vitro__amg_900_5_0_nm_72h,mtt_viability,cell_viability_fraction,% Total viable cells,40,%,72,h,approximate plotted mean,extraction estimate,8.0,3,percent of DMSO control,DMSO control = 100%,figure_1,Figure 1,A,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Near EC50; significant reduction; n=3; Supplied annotation records p-value threshold/value 0.05; comparator and exact operator require full-text verification.; Approximate plot reading; not a raw replicate measurement.
obs_034_AMG900_SW872_viability_10nM,sw_872_in_vitro,sw_872_in_vitro__amg_900_10_0_nm_72h,mtt_viability,cell_viability_fraction,% Total viable cells,8,%,72,h,approximate plotted mean,extraction estimate,2.0,3,percent of DMSO control,DMSO control = 100%,figure_1,Figure 1,A,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Maximal inhibition plateau reached; n=3; Supplied annotation records p-value threshold/value 0.01; comparator and exact operator require full-text verification.; Approximate plot reading; not a raw replicate measurement.
obs_035_AMG900_SW872_viability_100nM,sw_872_in_vitro,sw_872_in_vitro__amg_900_100_0_nm_72h,mtt_viability,cell_viability_fraction,% Total viable cells,5,%,72,h,approximate plotted mean,extraction estimate,1.0,3,percent of DMSO control,DMSO control = 100%,figure_1,Figure 1,A,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Plateau at maximum inhibition; n=3; Supplied annotation records p-value threshold/value 0.001; comparator and exact operator require full-text verification.; Approximate plot reading; not a raw replicate measurement.
obs_036_AMG900_93T449_viability_1nM,93t449_in_vitro,93t449_in_vitro__amg_900_1_0_nm_72h,mtt_viability,cell_viability_fraction,% Total viable cells,98,%,72,h,approximate plotted mean,extraction estimate,4.0,3,percent of DMSO control,DMSO control = 100%,figure_1,Figure 1,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Less responsive than SW-872; minimal effect at low dose; n=3; Approximate plot reading; not a raw replicate measurement.
obs_037_AMG900_93T449_viability_5nM,93t449_in_vitro,93t449_in_vitro__amg_900_5_0_nm_72h,mtt_viability,cell_viability_fraction,% Total viable cells,78,%,72,h,approximate plotted mean,extraction estimate,7.0,3,percent of DMSO control,DMSO control = 100%,figure_1,Figure 1,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Intermediate response; EC50 at 6.5 nM; n=3; Approximate plot reading; not a raw replicate measurement.
obs_038_AMG900_93T449_viability_10nM,93t449_in_vitro,93t449_in_vitro__amg_900_10_0_nm_72h,mtt_viability,cell_viability_fraction,% Total viable cells,20,%,72,h,approximate plotted mean,extraction estimate,4.0,3,percent of DMSO control,DMSO control = 100%,figure_1,Figure 1,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Steep drop-off around EC50; n=3; Supplied annotation records p-value threshold/value 0.01; comparator and exact operator require full-text verification.; Approximate plot reading; not a raw replicate measurement.
obs_039_AMG900_93T449_viability_100nM,93t449_in_vitro,93t449_in_vitro__amg_900_100_0_nm_72h,mtt_viability,cell_viability_fraction,% Total viable cells,3,%,72,h,approximate plotted mean,extraction estimate,1.0,3,percent of DMSO control,DMSO control = 100%,figure_1,Figure 1,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Maximum inhibition plateau; n=3; Supplied annotation records p-value threshold/value 0.001; comparator and exact operator require full-text verification.; Approximate plot reading; not a raw replicate measurement.
obs_040_AMG900_HCT116_viability_0.5nM,hct_116_in_vitro,hct_116_in_vitro__amg_900_0_5_nm_72h,mtt_viability,cell_viability_fraction,% Total viable cells,85,%,72,h,approximate plotted mean,extraction estimate,6.0,3,percent of DMSO control,DMSO control = 100%,figure_1,Figure 1,C,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Most sensitive line to AMG 900; EC50 1.4 nM; n=3; Approximate plot reading; not a raw replicate measurement.
obs_041_AMG900_HCT116_viability_2nM,hct_116_in_vitro,hct_116_in_vitro__amg_900_2_0_nm_72h,mtt_viability,cell_viability_fraction,% Total viable cells,48,%,72,h,approximate plotted mean,extraction estimate,7.0,3,percent of DMSO control,DMSO control = 100%,figure_1,Figure 1,C,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Near EC50; n=3; Supplied annotation records p-value threshold/value 0.05; comparator and exact operator require full-text verification.; Approximate plot reading; not a raw replicate measurement.
obs_042_AMG900_HCT116_viability_5nM,hct_116_in_vitro,hct_116_in_vitro__amg_900_5_0_nm_72h,mtt_viability,cell_viability_fraction,% Total viable cells,2,%,72,h,approximate plotted mean,extraction estimate,1.0,3,percent of DMSO control,DMSO control = 100%,figure_1,Figure 1,C,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Maximal inhibition; steep curve reflects high sensitivity; n=3; Supplied annotation records p-value threshold/value 0.001; comparator and exact operator require full-text verification.; Approximate plot reading; not a raw replicate measurement.
obs_043_AZD1152_SW872_viability_10nM,sw_872_in_vitro,sw_872_in_vitro__azd1152_hqpa_10_0_nm_72h,mtt_viability,cell_viability_fraction,% Total viable cells,92,%,72,h,approximate plotted mean,extraction estimate,5.0,3,percent of DMSO control,DMSO control = 100%,figure_1,Figure 1,D,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,AURKB-selective; minimal effect at 10 nM; n=3; Approximate plot reading; not a raw replicate measurement.
obs_044_AZD1152_SW872_viability_25nM,sw_872_in_vitro,sw_872_in_vitro__azd1152_hqpa_25_0_nm_72h,mtt_viability,cell_viability_fraction,% Total viable cells,72,%,72,h,approximate plotted mean,extraction estimate,6.0,3,percent of DMSO control,DMSO control = 100%,figure_1,Figure 1,D,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Modest dose-response; EC50 43.4 nM; n=3; Approximate plot reading; not a raw replicate measurement.
obs_045_AZD1152_SW872_viability_50nM,sw_872_in_vitro,sw_872_in_vitro__azd1152_hqpa_50_0_nm_72h,mtt_viability,cell_viability_fraction,% Total viable cells,35,%,72,h,approximate plotted mean,extraction estimate,7.0,3,percent of DMSO control,DMSO control = 100%,figure_1,Figure 1,D,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Below EC50; steep decline; n=3; Supplied annotation records p-value threshold/value 0.05; comparator and exact operator require full-text verification.; Approximate plot reading; not a raw replicate measurement.
obs_046_AZD1152_SW872_viability_100nM,sw_872_in_vitro,sw_872_in_vitro__azd1152_hqpa_100_0_nm_72h,mtt_viability,cell_viability_fraction,% Total viable cells,5,%,72,h,approximate plotted mean,extraction estimate,1.0,3,percent of DMSO control,DMSO control = 100%,figure_1,Figure 1,D,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Maximum inhibition plateau; n=3; Supplied annotation records p-value threshold/value 0.001; comparator and exact operator require full-text verification.; Approximate plot reading; not a raw replicate measurement.
obs_047_AZD1152_93T449_viability_100nM,93t449_in_vitro,93t449_in_vitro__azd1152_hqpa_100_0_nm_72h,mtt_viability,cell_viability_fraction,% Total viable cells,18,%,72,h,approximate plotted mean,extraction estimate,4.0,3,percent of DMSO control,DMSO control = 100%,figure_1,Figure 1,E,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Equal EC50 as SW-872 (43.4 nM) but different Emax; n=3; Supplied annotation records p-value threshold/value 0.01; comparator and exact operator require full-text verification.; Approximate plot reading; not a raw replicate measurement.
obs_048_AZD1152_HCT116_viability_50nM,hct_116_in_vitro,hct_116_in_vitro__azd1152_hqpa_50_0_nm_72h,mtt_viability,cell_viability_fraction,% Total viable cells,52,%,72,h,approximate plotted mean,extraction estimate,6.0,3,percent of DMSO control,DMSO control = 100%,figure_1,Figure 1,F,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Most sensitive to AZD1152; EC50 27.3 nM; n=3; Supplied annotation records p-value threshold/value 0.05; comparator and exact operator require full-text verification.; Approximate plot reading; not a raw replicate measurement.
obs_049_MK5108_SW872_viability_50nM,sw_872_in_vitro,sw_872_in_vitro__mk_5108_50_0_nm_72h,mtt_viability,cell_viability_fraction,% Total viable cells,105,%,72,h,approximate plotted mean,extraction estimate,8.0,3,percent of DMSO control,DMSO control = 100%,figure_1,Figure 1,G,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,AURKA-selective; minimal effect even at 50 nM; n=3; Approximate plot reading; not a raw replicate measurement.
obs_050_MK5108_SW872_viability_250nM,sw_872_in_vitro,sw_872_in_vitro__mk_5108_250_0_nm_72h,mtt_viability,cell_viability_fraction,% Total viable cells,72,%,72,h,approximate plotted mean,extraction estimate,7.0,3,percent of DMSO control,DMSO control = 100%,figure_1,Figure 1,G,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Gradual decline; EC50 309 nM (very high); n=3; Approximate plot reading; not a raw replicate measurement.
obs_051_MK5108_SW872_viability_500nM,sw_872_in_vitro,sw_872_in_vitro__mk_5108_500_0_nm_72h,mtt_viability,cell_viability_fraction,% Total viable cells,28,%,72,h,approximate plotted mean,extraction estimate,6.0,3,percent of DMSO control,DMSO control = 100%,figure_1,Figure 1,G,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Above EC50; effect seen only at high dose; n=3; Supplied annotation records p-value threshold/value 0.05; comparator and exact operator require full-text verification.; Approximate plot reading; not a raw replicate measurement.
obs_052_MK5108_SW872_viability_1000nM,sw_872_in_vitro,sw_872_in_vitro__mk_5108_1000_0_nm_72h,mtt_viability,cell_viability_fraction,% Total viable cells,15,%,72,h,approximate plotted mean,extraction estimate,3.0,3,percent of DMSO control,DMSO control = 100%,figure_1,Figure 1,G,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Plateau at high dose; poor selectivity profile; n=3; Supplied annotation records p-value threshold/value 0.01; comparator and exact operator require full-text verification.; Approximate plot reading; not a raw replicate measurement.
obs_053_AMG900_SW872_polyploidy_1nM,sw_872_in_vitro,sw_872_in_vitro__amg_900_1_0_nm_72h,facs_polyploidy,cell_cycle_polyploid_fraction,% polyploid cells (>4N),18.0,%,72,h,approximate plotted mean,extraction estimate,3.0,3,,,figure_2,Figure 2,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,No significant increase at 1 nM; n=3; Generated value corrected by manual reading of the preserved public figure.; Approximate plot reading; not a raw replicate measurement.
obs_054_AMG900_SW872_polyploidy_5nM,sw_872_in_vitro,sw_872_in_vitro__amg_900_5_0_nm_72h,facs_polyploidy,cell_cycle_polyploid_fraction,% polyploid cells (>4N),42.0,%,72,h,approximate plotted mean,extraction estimate,5.0,3,,,figure_2,Figure 2,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Dose-dependent increase begins; n=3; Generated value corrected by manual reading of the preserved public figure.; Approximate plot reading; not a raw replicate measurement.
obs_055_AMG900_SW872_polyploidy_50nM,sw_872_in_vitro,sw_872_in_vitro__amg_900_50_0_nm_72h,facs_polyploidy,cell_cycle_polyploid_fraction,% polyploid cells (>4N),86.0,%,72,h,approximate plotted mean,extraction estimate,7.0,3,,,figure_2,Figure 2,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Steep mid-range increase; p<0.001; n=3; Generated value corrected by manual reading of the preserved public figure.; Supplied annotation records p-value threshold/value 0.001; comparator and exact operator require full-text verification.; Approximate plot reading; not a raw replicate measurement.
obs_056_AMG900_SW872_polyploidy_250nM,sw_872_in_vitro,sw_872_in_vitro__amg_900_250_0_nm_72h,facs_polyploidy,cell_cycle_polyploid_fraction,% polyploid cells (>4N),89.0,%,72,h,approximate plotted mean,extraction estimate,4.0,3,,,figure_2,Figure 2,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Approaching plateau; 4.3-fold increase from baseline; n=3; Generated value corrected by manual reading of the preserved public figure.; Supplied annotation records p-value threshold/value 0.001; comparator and exact operator require full-text verification.; Approximate plot reading; not a raw replicate measurement.
obs_057_AZD1152_SW872_polyploidy_25nM,sw_872_in_vitro,sw_872_in_vitro__azd1152_hqpa_25_0_nm_72h,facs_polyploidy,cell_cycle_polyploid_fraction,% polyploid cells (>4N),7.0,%,72,h,approximate plotted mean,extraction estimate,2.0,3,,,figure_2,Figure 2,C,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,AURKB-selective; minimal effect at 25 nM; n=3; Generated value corrected by manual reading of the preserved public figure.; Approximate plot reading; not a raw replicate measurement.
